T,FC,x1,x2,x3,x4
1,3,3.181401479239877,2.937063074101193,8.08990027080311,3.6618395113840205
2,5,3.235791932744731,4.209625007999011,3.717969254673852,6.591194857541697
3,5,4.401985030833051,3.6782993271531907,3.0358210013650018,6.103147514007843
4,3,5.184891429005949,2.787472739335866,6.173851461588808,4.321244876108098
5,4,3.18933976914757,7.18280388381914,6.055344664285658,4.8530139786515445
6,4,5.793641901046343,5.516006574788976,7.0084496726040255,4.869612371951033
7,4,4.254470250500325,7.15126324625622,8.520739517530437,6.116491598858625
8,1,3.2904114122988912,5.8745961226140935,4.652353311575586,7.171153850383293
9,1,5.132186898854957,6.373595638325623,7.055657937899152,8.2919269085453
10,3,6.91870015295559,3.0793286136879336,4.815504682425861,2.971968565662582
11,1,8.39167490280334,8.112283383732034,5.620735399174281,7.0163022318166615
12,1,4.301332215576362,5.2355626912288935,7.44678796759793,3.5552397261291473
13,1,3.8357792212724737,2.460586473231666,7.356719226532451,3.6405013903356465
14,3,3.12016697214238,3.3442389785806195,5.046945399641846,8.086733567129826
15,0,4.751045130506596,6.283716811095017,6.969321822849089,5.3326312513164105
16,0,7.580104273340728,7.189170743014285,4.649629443514657,4.199603567419201
17,2,3.9391047136504453,7.210668297801741,5.776847533948292,3.2037580835321577
18,0,3.0662464448600786,2.2173416032498348,8.306166044628982,3.1423412051121957
19,0,3.8566085486373405,5.126219725089207,5.294044960761822,3.0721459739305033
20,1,2.225718467712754,6.06357564323799,7.694334729018795,2.5368178805630555
