T,FC,x1,x2,x3,x4,x5,x6,x7
1,7,10.948215458709207,4.714806405838105,3.5526508399274097,8.245300743446075,5.7497937264718155,4.011635446741212,7.493943728448884
2,3,4.641262575571468,4.189840989131168,2.433184381663811,2.5399781740351774,3.168290976943874,4.631890775568697,2.1550852225112873
3,8,4.437477159398182,12.965330199283736,4.32502799838923,4.391204468933345,5.9881918770855185,4.548690770876204,6.146737942426986
4,7,7.073941714620919,3.343308656183874,3.2573600272401975,6.161105868916641,8.308558898152862,2.099387401357322,4.716183175945548
5,2,9.050772330976686,8.937320197221743,3.3546082912897774,6.1188460731358,3.397909441270478,5.681755172089339,3.5028283379052216
6,8,7.468450101589816,5.176132092835161,6.269235869609375,2.1883376855818333,9.195376824099267,7.85030019439438,8.311022633588966
7,3,4.739549734438988,6.7471445363552744,7.649877341860767,2.16752005669902,2.260490749344216,5.689894111359069,3.0297156795362508
8,2,3.722282632934169,5.154450574089435,7.869966057890084,4.171549409541173,6.869400502107902,7.343024679731524,6.49662543606896
9,0,3.4803602936607385,7.729397005453564,9.801338279590004,6.848080546578053,4.485561340952382,2.778196700630879,5.276764002404511
10,1,5.208593888632651,2.903122620987755,5.336197088650603,2.891736278630061,6.482201448163211,4.371200354703063,4.15491205083858
11,1,6.595022429289482,4.791613418875963,5.6299257410246595,7.212603148537252,4.81127966672492,2.0152017491893237,4.9877453707911314
12,2,2.3012717432485243,5.089957090515424,8.313837614857785,9.13780713254037,5.4065209542144705,6.0347191162207015,4.5888678313743
13,1,3.199484506414959,6.889301466182443,2.335454432128465,4.884931863934289,4.035995321053233,3.014585001329943,6.038868445645185
14,3,3.207857136217394,3.427251409902512,4.979764399721623,7.047774848762359,7.691740831994033,4.068959989942981,6.190931445376659
15,2,5.991968075408301,2.093296056433067,5.09007354928103,3.6002404262860264,6.1320627831075765,5.106143772372221,3.945920059685983
16,1,7.927493946900877,5.133272904324598,5.6107078966684645,2.1435498145864753,6.439674906465952,2.290269163540934,6.727696704019918
17,0,4.996110878578253,5.044196458418892,4.65377189379353,4.632695498189326,4.750776963623914,11.383377933738135,2.1648567409964152
18,0,3.4392047973043263,8.018353636226692,7.347683180718858,4.647129249034251,3.2442941760890003,5.212702885043076,5.99487534144295
19,0,5.099654210519571,2.910837591626543,10.880827879483688,4.493854244491177,7.2702213993419935,2.0395610341927735,8.013484669244875
20,0,2.0172352187471962,3.349957941911441,7.06743000505407,3.153778860673384,4.1238512085148,8.125086612942342,7.487630790317773
