T,FC,x1,x2,x3,x4,x5
1,5,2.1058234550773607,4.172024540687303,5.01857912743116,8.787712719582942,3.5444112300941653
2,4,6.06347517456228,2.4545348754742533,7.764511511303848,6.037280518957815,6.48750739346406
3,1,3.0702013425793293,6.453317759559024,4.0268083477254955,4.448381201458718,7.912199294783538
4,7,7.143272990580321,10.783238053267628,6.168940118474002,8.009133717932624,4.288671899852757
5,2,3.060472385244168,4.485279158214119,3.542668613493095,3.614860520686534,6.28150514474701
6,3,5.917898189691409,7.03799813642069,3.8653105263985115,6.026934509819857,2.748895015833842
7,2,6.330551174503535,4.817242484163548,4.895638397918171,6.042222714422614,4.918472778896566
8,1,3.845544404765649,3.3431012865102634,7.303878636246328,3.033398937772966,3.6641452542408697
9,1,6.48445478228971,5.46344979154271,8.18018667580826,5.223682387876012,4.873299967355113
10,1,3.6034751749744904,4.62683589633346,6.4507393292195125,6.669992347752283,2.247965515602817
11,5,4.3277037954354505,7.054389138710947,7.668133278218853,6.317399448280408,2.367207336003772
12,0,3.5027570947555233,3.010756545858912,6.471887738136854,6.964393271303479,6.911104806431304
13,2,6.051041798674536,8.478925245322445,4.134091752822791,3.5401790233330885,2.134613670672884
14,2,5.004519724853441,7.977822583033889,4.040878745595844,4.549284383477296,6.148181800628517
15,3,5.243224560812781,5.098784220076863,7.630597178035101,3.201284163274376,5.406283419784643
16,2,5.750537073989233,4.0783805033047775,3.928627880928386,2.4821582207834822,3.802529641777932
17,0,5.613995892351124,4.104586766798621,4.631789902337556,6.72222114567071,5.503842977805948
18,0,2.6403173183795943,5.595628735574393,4.513210590659466,4.345696120061975,3.5700601032065027
19,2,7.024802917768374,2.4716930573939733,4.808206784324632,5.537667150450115,5.491405355552617
20,2,2.264315873432007,3.004732737878782,10.924951133888936,6.11781049740725,5.921434363971564
