T,FC,x1,x2,x3
1,2,4.132515141518548,4.701886839062087,4.568179198666508
2,2,6.212044852253663,5.537729042296084,6.3180244260572795
3,4,5.1588377003068615,5.712783055140445,6.681885621092384
4,3,2.8688898224754062,4.5665686622534025,6.149342258116094
5,0,2.657065968125911,6.144677644012287,2.573887072431676
6,2,7.642169550433252,4.469730037843872,5.182370710797461
7,2,6.453849047794175,4.123689829323748,7.086253727864758
8,0,8.040549992082004,5.1977086146184845,5.934717021646833
9,1,7.340770959993707,4.863936881541288,7.583277536827628
10,2,4.23449562982542,5.580906960153809,6.649364211599399
11,0,5.296984263697095,7.44366667374199,2.6664828445122373
12,0,5.236454972786495,3.285571262453952,6.179688529218047
13,4,4.18427788814439,6.021720566512431,7.997667527259037
14,1,6.22191044331504,5.9423842395077235,7.28484919250727
15,0,8.610382816088906,5.144778778444446,2.9943405512584587
16,0,5.375309425499326,7.08637605265568,3.9306802518754256
17,1,9.279517048586117,2.2467925303700547,7.140151360754555
18,1,3.4305395805028276,5.733026659549226,2.875178506097751
19,0,6.288708964262174,6.482477724490831,3.7034744606830747
20,2,3.307609099148634,7.65838679727293,5.2692814247670405
