T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,15,7.527509738967579,7.564040988764015,5.532098518173452,2.207276445456469,5.406186670168204,5.412019688772947,11.387220977444105,5.37930168754102
2,15,9.02010831571192,6.549798696852705,5.688240816865009,6.703985548134612,7.773058016445274,4.744024261621597,4.518400675277,4.622478911831381
3,11,7.289159142155589,9.18737947512612,2.8072355463945007,6.445046405517233,2.1548606177796508,8.344361552386996,5.010276254801046,3.4658139611989474
4,6,3.0804161393349925,6.813406396134507,4.0338523900113845,5.103309111048221,4.614545504381482,4.078461606764169,6.060531333061527,5.94570274253833
5,4,3.5816709102044055,7.085371818237105,4.313420774974857,5.345913903574809,6.093437671994475,2.309339813632204,6.278359653714297,3.2651209032602213
6,6,4.410637106235714,2.1257769290047577,6.44327367312315,5.5371180405983065,6.57469039267554,5.497369372754168,7.826543732480834,3.1918301933065343
7,2,5.852476724157088,4.425404906587817,7.706734531164145,4.7709202301326314,6.24783435709612,6.940665365068333,4.550411036791553,7.54084194691465
8,8,5.680765501793639,7.249059909005391,5.6691707146264765,2.1580599777655673,6.90944651950579,7.485026327525039,2.8851523265477237,8.284856050355902
9,4,2.82529989451602,5.8275977747273044,2.605455105540872,5.48678870972358,6.290142846494084,6.959667545755239,8.020075989039988,9.747744115784982
10,0,4.300890770948262,4.631815129975096,5.700904337452872,3.178530381340144,6.210512568525333,6.606412613196248,4.588803546598551,5.4036488063940675
11,3,9.386826985698242,6.530496994851146,8.061829107841803,5.716828567333857,7.3637906319175634,3.4377555328912495,6.0024637473898785,8.175070766436281
12,0,4.7928134474775295,7.311291896124078,4.988763284935574,4.038682069385007,3.1982024727700713,4.159235089043028,5.551136925761943,7.167548949668118
13,2,5.823846829756235,3.0355404402340347,9.222445150473858,4.935800391220997,5.688969294268129,7.284280992877878,3.307675594556563,7.905125393550696
14,0,3.242177732821801,6.481946082070106,4.455848479166053,5.445279631334381,3.20991335181695,5.347632606432672,5.924641963035125,4.335524257975747
15,0,3.484246685486234,6.235526715008261,2.0678188339620456,3.6216954447633967,3.2509657157659957,4.424782002948487,4.042240383842057,3.8982740671307736
16,0,7.130381935588746,7.101307614435399,6.20381363375435,6.129622598019452,6.233694199565361,6.197718161364078,3.262468494709965,6.838867389893483
17,1,4.3095887981861365,2.7719579904997147,5.011619527583555,5.284224519731181,6.195872458579925,3.4520035714580573,4.486751164890043,6.477438943088387
18,1,3.5892751407315746,3.8167234813705724,4.731524893206601,5.136804453254526,7.363118974802227,4.064305561618053,6.34600698300419,7.821270639004892
19,0,3.36182981459858,7.923541192166471,4.010705093895536,6.198293450056894,4.400645713032176,3.7062833453882726,8.231519223250064,3.2412079706205126
20,0,9.149043763829125,5.304624066659786,3.64963134948529,5.816944532987683,2.258329854585407,2.6377307143054107,7.610658058903838,6.036800279715607
