T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,9,6.805221825040894,5.204794008566899,2.175010830897754,6.375231570058484,3.69055358365794,5.026523280856337,2.635689522819518,6.890521087635748,6.77469382610473,4.389989121378566
2,8,3.963017462275457,4.736485723955303,4.368100924130393,4.772601453043189,3.8792692820931856,5.105033354408306,6.8562620958613385,5.8985959322733,7.585790792065576,2.6585428106587896
3,5,4.496901819538987,3.996681185007556,4.769033689927813,2.1136236934803563,3.0311834436482585,5.031110041226983,3.165932732932208,2.8219247182084444,2.075178457936767,7.141109617281504
4,4,9.435772424540616,6.229771156598734,3.5611942953871893,4.685696595412977,8.264024375537383,5.042264561850187,7.941346634912649,2.0068869190464733,4.242525971222708,5.79989481656875
5,13,6.299250500219339,5.161402157869986,9.383026980258066,7.220614580148922,7.4788443304763,6.077912607617056,2.009768382351791,6.066700814738231,7.146451808725971,7.110759850171253
6,2,5.426110594622156,7.127216842114414,6.86597855029909,2.5732906315493254,7.2444304979272784,7.19989002729283,7.839299278488739,5.566133370787583,4.1014002106699765,7.011292492947542
7,6,3.844895392881585,7.328576389067204,5.322883741776046,7.5741992677052465,7.297153409413152,4.102295155266091,4.023710630904351,4.338072642015524,4.924874879273772,5.989155373337557
8,1,9.87241882516166,5.051173486358833,3.6619389884868756,7.423168139499802,7.114858916338965,2.8186058636759364,6.335827252739982,2.3363844159223555,9.044964425391077,4.18816688860733
9,1,5.83751389033381,7.270511865165612,3.1391330156270696,8.321179033996795,5.489442761186215,3.5076165292774246,7.031110461036667,4.459403510358356,5.191029518579556,4.525977401446372
10,2,5.878274417283297,5.5267359828392575,6.039292684055819,4.280607978519534,6.383783220880096,4.0461933683738,3.411462684482868,3.680761358932993,4.616302480825344,2.3539690984527613
11,1,7.3412615205196445,8.715129794994406,4.282392936839357,8.251710525536206,2.246218586640668,6.032993608602234,7.323791481574496,5.011367577748883,4.474538369356718,11.349861950255018
12,1,7.032084390530699,4.2271466970992195,4.426565942274921,2.156393733571682,3.8374566191342625,3.3066622776482255,4.397248018192274,4.394082823955084,4.1308916129131505,5.351236375626394
13,4,7.184744328192795,2.0691383216566748,11.605751662601751,2.552921149457819,7.139025496907479,4.411918468941831,3.0197973481567786,4.579833665520765,3.877348884847056,2.222092780224844
14,3,4.739273273053536,7.9795442352859,6.729924047335039,6.54722113838595,6.053493895575392,3.3926144338146225,3.461227255178138,5.323034488529383,8.224451679998326,7.030605347840758
15,0,5.6757307293076025,5.80598745161703,7.34535803957636,7.591789366114068,2.002446062327052,5.124459398976711,6.137196977386241,7.56861634163657,4.7649681540820295,6.0879933747143
16,1,6.690140793655299,7.55094554520003,5.301930108573488,6.562009701613871,2.2605977072306755,6.628307789241264,2.9988422614174444,4.124690582647429,2.994062126188246,2.0957721501903053
17,0,4.274277498217663,4.515033928189873,3.8607375769900596,5.525529848243606,4.989003761998611,8.282517121965634,6.782702781205826,2.644011291020856,7.025908932491163,6.245357019814945
18,1,3.4072044924002696,5.13835234742352,4.221334571105286,3.48846368234227,4.023812201898558,6.007489564830139,7.914032442964075,3.5841569833971763,6.714859732211478,8.242392060100588
19,0,10.043815229719932,6.276375621087336,6.058332882992941,4.625471507287189,6.379069127561764,7.371441303938586,7.299937010398241,3.111069705369622,4.257781530858394,5.139721033595077
20,1,2.510650405643939,2.92791392535131,8.272848458816979,5.682221868005112,3.0269466886261953,5.001921794572401,5.653209785847849,6.973633147682577,4.250512375633614,5.730450339926603
