T,FC,x1,x2,x3
1,4,9.248030549633224,4.975705794302858,7.774925358075605
2,3,5.749820328760637,6.388668754838409,4.0471458977223325
3,3,5.242721210667692,2.425001618713434,5.753353812056955
4,3,5.092196191392355,4.347680507146754,10.668619768471846
5,4,10.68686476661949,9.145342686082532,7.355645080437058
6,3,2.409013616722965,3.0235377344391585,7.461967039821511
7,8,4.735461202246513,3.0600946364794646,10.997978448854742
8,5,7.651024115476306,6.126220552218058,5.257718337579701
9,4,5.891465358159458,3.9098817936024526,7.435696515570936
10,5,7.3233409435562375,4.088399545711605,3.655147370353898
11,4,3.3811476784204153,7.370005067899885,6.2876814969435255
12,2,2.2674066539539064,4.720930319631326,7.77463902750987
13,4,3.1159533693214634,7.173585815303453,3.8369392745587256
14,3,4.315737620980236,7.288332835470311,4.593850535851932
15,6,4.483483163851835,3.491622343207548,5.080600493831565
16,5,5.145734596369952,2.56604379025224,6.190392633483303
17,5,6.97455497866107,8.164275763759257,4.818862434148531
18,1,6.3585580722751756,5.234577809237081,4.75425447497365
19,2,8.319587121322801,7.021172364100771,9.874071707001958
20,1,6.061857272215151,4.425332404279315,9.11966640451324
