T,FC,x1,x2,x3,x4,x5
1,0,3.690744626621251,2.256081268953383,6.50951718496392,6.738117294217965,5.629567445993198
2,0,3.840161301553127,6.134582431563858,6.505838362575666,5.459711243919415,9.103158605577509
3,1,6.893877347728504,2.464368671757886,3.6154535385437416,7.7149021114355705,4.357281879425295
4,1,6.267248318616612,6.359561318529431,7.151635018016225,5.355168988033517,3.5516848359807276
5,5,7.557257507024238,6.125027380677458,10.353891759497337,2.3592349489318583,4.248731664887906
6,4,5.04204975904716,7.460348645495731,10.361986599275298,6.624888347195124,4.094951868209064
7,3,2.3796746414658694,7.4632100774839945,3.1190809052225683,4.231931053743248,2.378073076932703
8,2,10.249051515430516,6.48669949194028,4.220347138246737,6.343533880548297,6.000962481947739
9,4,7.147853845641617,7.894925499364432,4.422654180165192,6.196638886526545,5.472045931655776
10,3,4.427934388822825,4.326807893800151,5.166863235232438,3.7031273639843763,6.049634294110806
11,3,6.856975528113431,3.7202810245786684,3.535071862400926,5.963460643878049,9.372166046419098
12,3,4.988079623630776,6.045765776963865,4.09006384746194,9.07738225434226,6.174486001468919
13,1,9.114626695532802,5.307725714868055,4.599780507770039,5.442640659638236,4.622237894837414
14,7,5.011972726801789,3.0629260029238594,8.433853744712554,2.032409716711801,6.568243728570984
15,2,6.108887072038393,8.217898952522777,2.972082090830477,3.0647747587950467,2.6205233479468166
16,2,6.362262120660567,3.27986305518893,3.3111849520818826,2.4668631546038573,6.432957176550704
17,4,7.352407155033591,6.023222298389357,6.045309957602866,4.191579216548796,5.160752793987207
18,1,3.624410176454031,6.186258557026902,3.653661538855727,6.7089197645693055,2.7099573075702725
19,1,2.1917470346118826,6.394969512431346,2.427029605116032,4.316327567902304,6.108051488125491
20,2,5.821216892388733,5.0576355008615,5.450481605985558,9.770656207959187,4.036085550956846
