T,FC,x1,x2
1,2,3.03853696761037,7.1193759211457355
2,3,5.944482226831939,5.148251806547333
3,4,6.634541060076683,6.157753886187048
4,6,5.345880360144498,7.133665039122125
5,2,4.244874079487769,7.0483414787001655
6,1,6.143306945150506,3.4970479067932994
7,2,3.2658179189335863,3.099057167729233
8,5,5.471313427335789,4.130098587768904
9,4,8.388043713438012,6.308963104716071
10,3,5.170240090223947,3.364096674508154
11,2,6.291744367270322,4.572393851519337
12,3,3.4856514002051253,4.985255063106643
13,4,4.229506001139276,7.298995884648618
14,2,9.341814534930283,4.391438859976197
15,3,7.276335052293391,4.0497565755237686
16,2,4.547068625207983,4.2525109038345015
17,3,8.923277405858737,7.358184938471588
18,9,4.295322623604502,7.5299825799189035
19,1,2.3554488919247083,5.530210080439145
20,2,9.903875849410682,5.5077808026788055
