T,FC,x1,x2,x3,x4
1,2,8.236418486177783,4.2029844466133355,5.231968820598281,4.404468557188755
2,83,7.699752859858838,3.8124447736642324,4.555859861484719,3.986579315485383
3,31,6.605136594375061,7.495538672082788,2.338763915796786,8.625089807701785
4,2,8.547831556532904,5.590394475208138,7.791241557137364,7.443933251278904
5,1,5.007753130964068,2.899086709880554,5.5621619571364995,4.037273271385884
6,0,4.959041957913621,3.6214866618843957,4.509753769002584,3.086414090877074
7,0,5.290602864168814,6.441877844147793,6.240823079504217,3.0248003625788997
8,0,6.541671026469549,7.116453069690825,4.909342375021865,5.521100269464073
9,0,6.250386278071357,5.452615604142088,2.2359666584150233,5.3616204536957435
10,0,11.930082601766935,3.3823877913407436,8.053079326560281,7.036641664568722
11,0,4.598174938974482,3.3587834213917027,2.9400322939501358,2.3491473772421885
12,0,3.062202530317063,3.0288574444151446,5.4196475349137305,3.6595954249709655
13,0,6.0340872013361295,5.27169694449019,5.076391527701755,4.403050656901446
14,0,6.9704765950152305,6.668694523674334,5.340017430856503,10.596448626155283
15,0,5.354768220419721,4.267955194550783,5.967713517228782,5.476223772894263
16,0,3.0107748657466464,6.3828410205932276,6.862118142808476,6.269850033535879
17,0,11.968819589668406,6.598291003023458,9.740667930008833,7.07275710226357
18,0,8.487944801231194,7.171878645344225,8.00382119782931,2.173919647476305
19,0,8.075346687009208,4.26482803816977,6.299998483270184,6.612696977494631
20,0,3.4076529635252744,6.869051628936485,6.168827535241123,4.487269889886601
