T,FC,x1,x2,x3,x4,x5
1,1,3.0635832883777643,7.42062127963224,6.108424726443858,2.251246013632431,7.40635850747462
2,120,8.140380166292928,8.489319304293875,8.492661564338322,5.992256373695298,5.307807173695564
3,6,2.1787293276862205,7.107848320054183,3.902661121352538,2.169573014700996,6.911420744613735
4,1,4.245663659634412,4.043496320331435,3.1504697190270248,3.875687855495162,4.487811350953212
5,0,2.5922833385622526,6.304710684509658,3.5811991140582005,2.2083657928452523,7.39029888715976
6,0,3.1203333931824813,3.0105748499620253,2.4773631516656733,8.101538502204875,6.569479960211659
7,0,7.497962999696252,2.134760131781608,2.9089719821784676,7.985712490175266,7.7642101070667975
8,0,7.2011787325991,4.769420765222228,4.2172225268457755,8.727687837128387,3.7748383551981135
9,0,6.071768962278187,8.434636840764856,5.96364513604995,5.15934167648084,3.0943496097420655
10,0,4.554713094856057,2.0908316594584355,5.8805823270562225,6.521489236011823,5.16477829660235
11,0,4.535634795072246,7.757248678421772,5.002965576314832,4.654623888766778,2.1467990285041347
12,0,5.509356465768933,2.649748081647254,7.170681315275849,7.00871103988672,5.419455224628873
13,0,7.067090403246201,7.261653212215807,6.901721552126102,5.208367804011102,5.709135048590433
14,0,7.855322902708097,4.04753864958467,3.901169285857816,3.5396017786927434,6.34885912457846
15,0,8.25507829406926,6.969719999637591,3.3486956074296703,4.069063669100423,7.219467016156443
16,0,7.440071495809528,4.335236585578246,3.616996971308576,2.093439704012277,2.711504613830644
17,0,3.220970194464319,5.189049787351023,2.1277718022066,2.15534152989063,6.399176286837142
18,0,8.04431780342994,5.315223075426918,5.177038667814925,5.202675298837911,10.020020787162672
19,0,5.521676609533802,6.108992226202614,5.349047821574154,5.455588345309266,4.043677632676961
20,0,3.259241803593389,4.5768621497664945,6.0485599715652825,3.2844626601522204,7.655194337482765
