T,FC,x1,x2,x3,x4,x5,x6
1,0,4.061917157648993,6.044127592571769,5.435631670965825,9.523487949491315,8.207668515224709,7.0012295936696605
2,99,7.676452839155141,2.4953125774050644,5.435995736011326,6.548176020665824,4.03179510440841,4.127449291882116
3,26,5.3612934302976605,7.76269128686457,8.065362538905276,3.8469226213149703,8.177874851953284,6.086620037844914
4,1,8.943097888109152,8.955786213053996,7.940506066235787,4.651351620964569,7.210143452204007,5.930090722147215
5,0,6.09248045339218,3.0588832227532423,7.566800359402409,4.0493989027032224,5.816296983241914,3.117231652028075
6,0,4.331959188061059,2.7129604728140055,4.303602780321688,7.1010820877031176,8.220794136540063,6.29582026449451
7,0,8.818085547126547,5.590399748539474,4.850448788946094,4.267793792501427,7.493312339547465,2.3819454853623143
8,0,8.326393181981981,4.4918888715151555,5.0335811308420695,7.0358321403159385,7.170842644060044,5.056249435451178
9,0,4.578693968115372,2.3709741560983217,7.557161219372537,9.710816452463625,3.070048337389399,7.67563292581906
10,0,4.1850380155355,6.900501873912418,2.394000645317077,3.4207365758918966,6.18859302446816,2.4197406150067766
11,0,7.855382393471126,6.4079249996341305,7.2935428679794185,2.8239446740123713,3.228900932743326,4.007192132720707
12,0,7.149983361693225,6.840318513264648,8.507359746778175,5.111961584681607,6.480929435777209,6.933694992719353
13,0,7.25082948749375,8.826561153476796,6.434358435898751,7.93321194208975,4.028657724945742,8.32344837474631
14,0,8.376512107986862,5.563072174820783,4.365066362697798,3.528131972825109,10.096878449867909,4.945454436065852
15,0,2.170186435707243,3.3003748017204715,3.7030964622851004,4.760543258926993,3.285816023045572,2.4576454586636847
16,0,6.005983624130366,4.710238116079297,3.6616864528953075,4.164668754570478,3.6971261242699196,2.3377332642455206
17,0,4.103048178858728,8.262483188289568,4.224072168898358,4.281948191790195,5.385388257365747,3.057408703056627
18,0,7.088183688094714,4.687453452695069,7.693466395067778,6.39346552027927,9.358396353444173,6.263859469142879
19,0,5.773391628238306,9.027122447677971,7.583004506708811,7.289293722693078,4.729315227130595,2.6005737770106863
20,0,7.2217741962181545,6.288074217490039,5.0751413715693925,4.205985972571237,4.896338746640875,9.393377133838076
