T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,4,6.325085879644302,5.067192669138636,6.3537297121081115,2.0554493033504904,6.085413914394479,2.5063413008448068,6.796090164274615,3.1133708719006608,7.930579161403051,6.790651600628731
2,121,6.919731144103295,7.019437990121755,3.1855161727227523,3.6859133808773454,7.323901083565322,2.1763684044483322,4.078724992541857,4.18629491724057,5.8719842902967425,3.1112987979148907
3,15,6.777276195894848,7.425331493636911,3.045178203891268,6.1411165836087696,6.562082228612231,3.63425928123806,2.0602426776387146,4.3665098246815175,7.476764996596248,3.0805492168666255
4,0,6.063696349653232,6.653577678391109,7.142734131401728,4.7054773284433296,7.70854725030927,6.222671385414751,6.789366331680597,5.190475280909504,8.079215312251225,7.613141345025149
5,0,2.169612486563853,5.452548403923197,2.248713241607308,5.614219559887548,3.012063425469751,5.855451867478745,3.0034657190587914,3.7814851203249034,6.024727637473485,4.011157875126488
6,0,3.608257123172594,2.1969417742011217,4.027269809589005,5.163227848201503,5.764371858300013,7.681022642332746,6.1423660374610245,5.918228987424764,3.537579407661193,5.1501200138405085
7,0,3.9322863555797456,4.777887037006347,6.629228576174285,9.210982758099117,6.501763781653102,4.490038060949144,3.6936531338890153,3.6738709241912946,4.802739291085086,7.274952770091343
8,0,7.356274864048691,8.105261935746933,3.9090484468738866,7.079658792439481,3.752756716208282,5.991022482580727,4.273135245612677,3.2614108350389874,7.532228778541164,3.677362547627978
9,0,6.482549161193077,7.554466455801506,8.154928616112503,6.494333267301835,5.343844792848058,4.002671746080603,5.960785131911009,3.8741269937397633,2.415386574104148,8.930411540469928
10,0,7.23243760493493,7.446532730483531,6.5184710148716105,4.5929832713639005,7.061719968414703,5.65359351818381,7.118641185403975,8.17187379983023,7.838177065781039,7.476937976381923
11,0,6.061880931695272,3.3728460101053823,4.104920285278,6.128568837010186,4.66401817949294,5.546740756381295,3.458346115860564,7.210239669377615,3.7762255608523465,4.689233751776184
12,0,3.8942362031795787,5.391848863292671,5.549887664861075,4.236629804504224,7.370708736729584,4.397308893733189,5.1250448181155805,6.898877586843536,7.3402302363144445,4.535532104677143
13,0,6.0621328678693995,3.170856849541061,6.898281995248579,6.050512502942327,3.250383080555781,7.151303254904828,3.047586972412385,4.685421183494163,5.5482517110427585,5.240285668254262
14,0,3.2219322463018423,2.5482921462177894,4.695173730423951,3.3024498162443443,4.062974477662124,5.0054551120779855,7.469767228763087,3.2855150551168624,3.3940804567458196,3.6051809605457876
15,0,8.125414496941668,6.23685545683772,5.336030120551623,5.037654839339583,2.039535157069168,7.043436395879034,7.625501458442327,5.377933106279176,4.268593415666538,7.4931790141514
16,0,4.872038445896173,7.459029197517866,2.3015051352365306,8.298393097502682,6.884478771412198,5.182419386981146,2.765950820589094,6.317377467979885,3.236275156149621,3.425414779467782
17,0,6.304377320552784,5.861789083448635,2.169967792998335,4.946909297582806,3.146939773203376,5.813434380231494,6.287846941146188,5.580312001398373,4.0127170039830276,5.572856218689175
18,0,7.8653860530303925,2.173527419898985,2.248588456244766,3.293113981432894,7.721217664443997,6.4514022796797255,5.9415219670462545,4.418246650417912,2.7427935206852965,4.0052602454166415
19,0,6.617067962706823,2.1620116959222777,2.0074472569281396,3.4848416969866745,8.0986848981777,8.323274705894187,9.541290330509254,6.212549716280713,2.039237846279802,4.26161194313898
20,0,4.685880822574453,6.361594656385608,5.780935348447964,2.692499906216555,5.5809336837594765,3.264851220323662,7.834049305941317,5.663974660959694,5.7674885625565935,8.045114149127544
