T,FC,x1,x2,x3
1,0,4.441388113605626,7.632087956680952,8.147692642283964
2,66,3.4093217870448664,7.595234883246812,8.246319769832825
3,22,3.0325123932288243,8.276680998360394,6.114151688443509
4,6,6.38414856362558,6.293751529237475,7.1302389202447625
5,0,8.928152444324775,6.112209815115775,5.596782149806025
6,0,4.29538373732996,3.299549708647638,8.130782705375537
7,0,4.2755094693952636,3.6355500815096153,4.3743212090654024
8,0,8.473372973174477,5.851316380044446,11.683903389369384
9,0,3.227663764800848,6.594201671579995,7.31308692441284
10,0,10.266912984848329,8.012855393954089,9.771469936242488
11,0,4.478385956357904,6.583965482085455,7.373524173450894
12,0,5.6782094703089365,3.693551195160248,8.132367523828815
13,0,7.219411014031267,6.495406225203774,6.0205673269026
14,0,5.834805153339327,4.812348807143101,2.2184743927932793
15,0,6.676641724094359,3.755870400546827,7.358306508723835
16,0,5.002976696007524,6.43091613583019,2.4678696380686516
17,0,2.0688663481474525,4.630732629512382,4.5922204615061135
18,0,2.596990520205753,4.9267939585324365,5.931710472554703
19,0,4.958072928753492,7.791098025489252,7.231590383435756
20,0,7.815360874253038,2.161166433274766,5.615007139033854
