T,FC,x1,x2,x3,x4
1,0,6.477800510390463,5.191994269404718,6.6549591787791496,6.747358703230806
2,2,4.430818759150448,3.4642707630327223,6.191886094346058,7.203636663950212
3,6,4.845402781675184,3.0800712739690668,5.541557244238875,6.016991576803974
4,0,7.159170422387408,7.018819369967482,2.7121718796337855,4.319082711547429
5,3,8.002176788342872,5.587605501224252,6.8748958095828145,3.179552033640277
6,2,2.372956361055151,3.5046301034323823,7.746250456164949,5.848360607518158
7,4,8.532888606123247,7.69328952145657,3.0509495769903414,3.5472943638510723
8,4,10.23096084772899,7.454204529753897,4.150824438589627,6.149381288497834
9,6,8.741488746848802,7.644498403113378,2.8378945339235644,6.1087570640797315
10,5,4.223114316740976,5.115733747009846,3.804043563857523,7.78539499298374
11,1,3.0308930152226443,3.748780356626625,7.245879246738466,7.062409074874233
12,3,7.109581484585416,6.060830190926902,8.712711194135274,6.386808413794779
13,3,5.067933468918321,6.29916915938503,3.283023419050186,2.044839154039388
14,5,9.352843889870858,3.392417355514344,10.61180488511512,7.155173903866903
15,2,3.324966981266443,4.782262362988165,6.1637005584741145,6.663870392308533
16,5,9.306858586675006,4.216675848799065,3.3292058610621496,5.174226840930322
17,2,5.324477192960482,4.515114542754314,7.316263060528436,7.58679848936045
18,3,5.947045628886136,3.187436962119979,3.2072132134590503,5.51304850041681
19,4,8.047045394388896,8.12044810005221,8.686016356448546,4.607749398733956
20,4,4.205468583918853,4.194512785249442,4.789718817521474,6.275298439125095
