T,FC,x1,x2,x3,x4,x5
1,0,7.456279617620749,4.0002051261497735,7.4338895138904135,8.247818601252701,4.163507617920755
2,2,4.841955023882956,5.089894077561383,7.265718436552234,7.3211551471366025,6.731628825209041
3,1,3.0754886723169683,7.875646015854684,5.083046403272185,7.220232924480402,3.2018421745481542
4,4,5.390366759771565,2.0777547057678927,5.562056447428781,5.501494949413478,3.295490295069042
5,0,2.166612006946505,7.67936357119379,4.625821953432395,5.119654690484476,2.372229054859285
6,1,8.004196280031026,3.2164070937787783,2.2244215200495976,6.018993362633895,3.428566276938279
7,6,5.154589774087666,6.751698689198635,7.373705383026092,3.409496237332687,3.0914834685821595
8,2,2.925704551756854,2.3464608000593383,4.521279195024155,7.109684018101644,7.122109067330527
9,8,5.689096426892488,5.161015457966912,2.5325443358884803,4.367672187904856,5.1912319085834655
10,3,7.923138592346146,6.375088948955586,9.391032057198201,5.202910549128184,2.053185861151076
11,3,4.7121244465721865,3.098428938106854,3.466306021191478,7.182965974956989,7.758685908367023
12,5,3.003510790235115,8.08775368375835,8.03150601551478,9.525989006532974,5.159630320834419
13,2,2.5077351789816333,8.128820942194253,4.295735594659433,2.2398503346383394,6.103795970009177
14,2,7.85077410868682,6.813747441251979,6.301149776511311,8.486099386633626,5.9636757112969505
15,3,6.161547188101426,7.401526808764428,2.2001360035933035,6.147320459936171,5.895810041837274
16,2,7.028393360820641,8.002843567257912,4.493495805907276,8.404975716129947,6.2901073741609395
17,2,5.724097200500258,5.014828416041986,7.023707243746635,2.0395716968778506,2.8944425301801355
18,1,6.654449157681908,5.194783422395646,2.082276495548158,6.00660977737434,6.814386855507048
19,3,7.477678413841283,8.906677591885188,5.0383881180157335,3.1651632834575962,7.344864034807024
20,3,8.754180435294177,2.6045555682153982,6.340557238624243,6.915958332353588,9.728484683670308
