T,FC,x1,x2,x3,x4,x5,x6
1,1,6.054363320943599,5.455432882192757,5.805309805857281,5.910556084802515,5.0800536729770265,2.1817856556516424
2,6,4.030739430581525,5.468138934434717,5.376756569407481,4.288878403242221,7.1540797599466215,5.20560034296644
3,0,5.951194056015422,4.304932235255262,8.389622241189766,6.729260236609604,7.249620690612765,5.452529815953186
4,5,5.629692548477766,5.574019784075019,8.272687249766127,6.839276369735099,3.081986828529544,2.001828069634457
5,9,5.613775069827933,4.740740523722425,7.410553696283073,5.44269890902783,7.414932357066298,4.771310219277804
6,6,2.969804778408225,7.751296382362779,7.094086670560426,7.036528596248901,5.040178814004614,8.688978906823193
7,4,3.583239284243504,5.454376054843672,5.298406985369301,7.338467733307012,6.725866799574781,5.0585312942247045
8,1,7.690712013198469,2.353135834599456,2.1168790936949557,3.838369414854714,7.418006705712281,8.040482254043049
9,8,4.155933341760738,7.923382230021837,8.09303824146506,6.203366621645827,5.1709857541962805,3.3744771858492086
10,7,5.374402682223912,6.314679375555094,5.125649831112945,7.275238143031977,2.42916823644022,6.324532676352336
11,1,5.71479181136544,3.968510265792572,8.470782083306188,7.5475185422642905,7.901164816052361,4.379698701313545
12,2,4.266337071049859,3.4699273947455556,4.915303927485427,3.1555583187561584,5.803317938060495,4.525637035323678
13,5,5.802573755617693,8.028053064703686,4.324033086708598,3.0792618169393116,6.758825748116762,3.0207672026123498
14,5,5.024878065385366,5.406378557465755,6.227042695605472,2.6118480483884152,4.053796273129531,5.547937234891974
15,2,2.1769067083172913,7.738408813988601,4.3057066313984285,3.290075768620003,4.815836321080071,5.490312158264061
16,4,9.06550177893831,3.422674177229143,7.5808672537504815,5.243995145696211,7.5276795454055305,5.551335412946988
17,3,6.502636398213861,4.108529649934835,3.892993368021446,6.070705264270952,6.216689842815208,9.180834189398048
18,0,6.530054360930925,4.385574464049489,3.110357417891829,4.410925963393464,5.930821903422997,4.091065151136075
19,2,6.342650510911253,8.427258949348827,6.08757993804299,4.163094129534789,6.398987398464872,6.601425422902735
20,2,9.255296485740049,2.9390292058631475,4.687666930842184,5.993815802739018,7.9288471218750125,2.3558544159269763
