T,FC,x1,x2,x3,x4,x5
1,3,2.17483109983537,4.673498879960793,4.166427568628864,8.055492988735658,2.7275742631896014
2,5,7.538240204406485,6.801203356899197,9.230350450170578,2.039145232125345,4.736706625831321
3,4,4.430829913031716,6.5303161662009686,4.0975964007337025,7.487728514936688,4.603720628556136
4,5,2.1295661525949985,2.7634819943821296,2.3507694403043713,5.558322456073174,4.097561568877345
5,5,8.46571088549811,3.1385676284495587,5.255899004566213,2.065185363968253,7.113322267077328
6,4,3.36031267533162,7.270426909382493,4.002071865106337,5.122726054842066,2.7610224036207356
7,7,3.3124014715044074,4.167296507632898,8.078559387099718,4.343743579726297,8.504340341121026
8,8,6.465865009380789,4.759995970452385,8.65991289839031,6.194839446214301,8.003661707313212
9,3,4.793120287224346,3.369638759380664,7.135581888096217,3.467867909913656,7.751935423154258
10,4,5.043254353309556,2.6122024387446316,4.437803050611059,6.911753611264048,6.236288420162662
11,3,3.169677536071338,4.548915192989893,5.4535685525751125,6.608532492874621,2.249153504553448
12,0,3.22355784927509,7.835992482009526,2.0174684589180307,3.5520858422797525,4.230067907067609
13,7,5.90940693899241,2.173893272074348,5.525804016481478,7.600929260394602,5.623116622089166
14,1,4.950314918635158,2.3953848634141,6.115652414522615,3.978127859629458,5.342521633329304
15,5,7.721319087918065,6.7001516308742035,2.173195274361115,7.7951397938460945,5.296675215212011
16,3,6.517332688892662,11.327181166118102,6.560360721357264,4.174345135036043,6.020579751363403
17,1,3.2523677118349124,3.1732642264989055,7.982849964976784,6.075930670867973,4.977564786005919
18,4,6.311535419428104,7.777414297502813,2.3091041468079267,6.10079862731377,8.67918263527682
19,3,4.983793378200817,2.0568169230949542,10.16483628959043,6.920858883470635,5.713559191570797
20,0,3.326091792534481,7.10906408547747,7.0565124912704515,6.685776943309927,11.939284732265211
