T,FC,x1,x2,x3,x4
1,4,4.134237640925115,5.604543887329022,4.7560350993135705,7.848776259521551
2,4,5.918341843898753,2.3167246437428033,8.5161592358118,3.0703547664729784
3,6,9.105645625354047,9.063677167132699,7.007552212763826,5.081141043503546
4,4,3.084996219028642,6.2743235296620545,3.6782159770494927,4.298612755758658
5,1,6.500508767919752,4.50949675276987,6.575540169186379,7.507343941392133
6,2,6.199357620852259,3.7148708026879533,7.279187529808663,3.924115440699466
7,2,4.341526794496895,4.250383123734189,4.255337072900836,3.984812394314247
8,6,3.3793307878829393,6.183182569086535,3.122093609605873,2.1861027411699925
9,3,5.018795402057898,5.784341877125134,6.18661893249173,7.075531113155178
10,2,4.216305689183121,6.304242246431479,3.8949644635291225,3.9921692690445454
11,2,6.007677748160525,5.547627883639077,6.200883748803896,7.164590525204531
12,2,8.117232316814658,6.2705279428947165,3.1979136971179534,10.848140980816543
13,5,6.64902282564131,9.057361309548478,7.08612456923914,9.104715082525516
14,5,7.488596268424039,3.7872014114048684,6.9099904709284985,6.386839284140443
15,3,4.235838914553527,3.549408731804615,4.101429480994295,6.011572723074385
16,1,5.392713506936465,2.4472157253289137,2.315682135976497,6.1417728195035775
17,2,6.217835718217347,9.24435071126902,6.229546639644544,3.0797833952247906
18,2,7.884893768087093,2.150172173441339,5.324737158990363,9.36717950365695
19,3,3.850280776370442,6.279845364183463,4.728710335132156,7.161017764146041
20,2,8.246306884377656,7.222782038980116,6.440114865202442,6.428635520291804
