T,FC,x1,x2,x3,x4,x5,x6
1,4,7.322668739166922,11.800937680764562,6.268311731097635,6.609706624618112,3.420192601060906,3.828487886194907
2,5,8.069947864134384,2.126437231550705,3.369584419817255,3.482834487557453,8.069618577237586,2.152785908472359
3,5,4.531069516524108,7.27069783760982,4.882111263243305,4.7150129961622484,6.28112432900658,2.3696298653891805
4,5,2.157449218335907,8.055504877341555,5.788459750377383,5.221156955021231,6.950531214625682,7.1601384274087945
5,7,5.095029982404122,6.074253336567635,3.6008372555699015,2.3313023482991375,3.0342579821491205,5.102976243045409
6,2,4.1715417400072425,2.2798146906988457,6.645893128008669,2.4368991369892914,7.92882455534797,4.214397400691472
7,9,6.1058407274799835,4.177533304764365,6.6517120440071125,4.917483904024187,4.350992727130041,5.268660352918057
8,3,4.820748595513837,4.813905340690982,7.17068890189165,5.8428458403287165,7.629453186422314,5.675817569035242
9,3,5.872891296679427,2.9256679258422014,7.791393221236712,7.8854666144060435,3.1684735317263795,4.345737858903682
10,3,6.3040146806566275,3.3379195415025986,3.129708423183231,7.84430512774903,5.272470893654036,6.676238495111796
11,5,7.305727274062842,4.7547252947475025,4.877073118065221,8.565877199314293,9.109494439351174,6.664977793441894
12,3,9.65246120887128,3.1521359823683954,7.024124084693328,7.041846899979663,6.555233591744575,7.292154601708751
13,1,2.5467111413169286,4.3860104151364645,5.079948789527331,4.95887365907192,7.689855144177574,3.3076893611044413
14,1,5.02032651485902,4.632762828311463,7.451278464982213,5.757503675500994,5.221397506320693,7.076086412201393
15,1,4.247457185675611,6.286774171245301,6.224860156776006,3.7110260124752803,4.090580167423227,8.145793238168077
16,3,7.6793622121742775,7.064747450241815,10.57713912663575,3.922403458829612,4.132978057981182,5.4644411022838515
17,1,7.766805517553879,5.67812103857242,7.364521158774089,7.946214472826203,5.928037353680346,8.488418964454498
18,2,7.8749562795713315,7.075413569904286,7.097409152592155,7.925270395931464,9.577411547891579,6.231333123680347
19,1,8.000323925517208,7.746782526003985,2.149287737320162,5.009467543282767,3.082392292103213,8.927951782177098
20,1,6.92251604903495,4.177930042189365,2.759834621323381,2.5275552525990075,5.133405784540948,7.417237132901842
