T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,7,3.57190488030662,9.288214141060017,3.777639758725935,7.882500999186758,6.378737861175235,4.324224167524793,6.490084190824985,4.5728192560058885
2,5,4.495431617296501,2.2927819870968067,6.7567268776445575,3.315466222718689,5.1735063706091085,4.757844948159265,3.7495267404557175,4.244808043450572
3,15,7.4261728607417545,2.56876860015234,3.9779276954369536,8.868805664085942,6.266829573826283,3.0797913417583676,6.813833834584621,6.440827795321505
4,8,7.932598814662752,6.846221664153195,5.476599475192346,7.390149347401918,7.6437226812789,6.004317485387955,6.009936924832964,7.142713202745039
5,6,4.669834953031446,5.682290794397417,4.530679988723531,2.056789975316592,6.460209503050848,9.075988705891564,4.516376989421122,5.473527516190807
6,1,3.742856210577161,6.723974972928001,6.2601657567300135,5.507045067338319,5.014267945988936,6.61062653476195,7.212297501358574,6.210200045570738
7,4,5.079104050008718,4.2050725886076075,6.093782960755904,5.63305454298522,2.0337034608692997,2.153799751665376,4.9218606251241726,3.884121535315706
8,3,4.561230914080094,6.560529754811756,3.7350939329568336,6.431604495295313,7.10237658156914,3.5740805380911187,4.381526026041746,4.626320934174062
9,8,6.071362276023224,7.389374852932824,3.5799079453431233,8.5291670370451,6.602943258146672,2.442814887965585,7.733630039946088,7.9874076387331385
10,5,4.026625394129477,7.540887030225981,4.1748686763708704,5.552532086643362,8.223036212937174,6.012795634394209,5.65572998842039,2.9307256046894508
11,2,7.369135048842438,3.568283725321506,6.5439285828744405,7.001384538580848,6.196327591222082,3.092933023933852,7.48127242896791,4.266203572839562
12,2,7.548721005957459,7.318519427687754,7.887289671276439,3.026453378547536,3.7746665769620007,5.174530530159591,6.165413231349965,9.195417961640743
13,2,4.808203667316034,6.04630259229046,7.399526012529934,10.189481971603074,8.70074067413497,6.288069544475336,6.358374945622643,7.02469906337675
14,0,4.918655323791903,4.3011468867147515,7.750137809584516,5.39333524541148,2.4719074519558304,6.647116915204902,3.5184443323264083,5.25731685210952
15,1,2.823038268701077,4.5300853811945885,3.1442012028078814,2.501753011719355,6.063856647962151,4.0251007228745195,8.721399264723942,7.0405902098756
16,2,11.66972315041805,4.804852425639801,6.980404407040538,5.156495963753585,7.8126393839117405,9.234822477832655,7.153043609327026,2.008267302352186
17,3,6.470671344072232,6.019588964848244,8.240744608870674,7.1252120594441095,4.682969029034732,5.088693810977371,3.610291312065467,2.491993919967922
18,0,8.17113284808176,2.0146190968488034,5.993447639563017,6.487334426032595,4.707887507720082,2.5994504793338944,7.571488805359014,7.2529576466426535
19,0,6.424520779114838,3.6479555219858693,3.463414709492475,3.2887737065371456,4.027434673936255,6.593038680721349,7.093569489324193,5.022419339348275
20,1,8.027185993215879,4.978176149463075,5.585711225925529,4.179746477687035,6.0892654274434355,4.624817707554886,7.771232811991462,8.772653925039723
