T,FC,x1,x2,x3
1,2,4.413328846320091,5.677039289342151,5.357242657830573
2,6,7.161418380997633,3.604612261599806,7.576630104555948
3,3,3.9147316987809764,2.4774026063875954,3.879384653266569
4,3,4.8682712996580095,7.230095423943071,3.7194831900117764
5,3,6.044300650174506,7.38158551737555,5.516599153015554
6,3,5.341722744447367,7.144177338734019,7.092149576120556
7,1,2.773697534465681,2.5146126330688015,4.33898008270895
8,7,5.0507779037919205,5.153705564342483,7.264381620549723
9,4,6.1735739641274305,8.447403021117603,7.452664793796604
10,5,5.050597874440871,4.157514408762976,4.565186016238878
11,2,6.365736913495189,5.161551257222832,8.766115801592445
12,2,2.3376077688008596,5.565107795653327,8.8767407969486
13,3,6.5745339388430315,7.514086173729348,7.398085531926727
14,1,3.771264568178908,7.766558825447617,5.198165196237482
15,2,9.943775363391335,7.704773351232157,5.108122913053031
16,3,5.4761837566547715,3.667073062121113,4.289706364346104
17,3,2.4465715089278377,5.702884817551733,5.552450814681341
18,1,5.71544377764887,7.976389807396563,7.025643627953864
19,2,5.4171691492042635,4.021442941149527,5.421067126579313
20,2,5.752657394843797,5.0779990120046605,7.782472552273478
