T,FC,x1,x2,x3,x4,x5
1,4,5.299780516694019,6.765771350074141,7.524190431899136,3.1964253642781237,4.128333500895761
2,2,5.003678580270249,2.4197084358099374,5.112247776889452,7.544575946641,7.562439038883215
3,3,9.905330969524192,7.068459091237129,6.439876311613599,4.7597954502945985,6.333413224029723
4,0,5.060829922729003,4.537719270884255,6.2634004027176635,5.563775247457928,4.004648388147379
5,1,6.402378322379299,5.083915460376106,4.724377844654963,3.486404287490525,3.6195646366599874
6,2,4.353760195135337,2.2930952721763362,2.6001827948502476,4.385801604273753,4.513775043177599
7,5,3.413297229745228,8.111456128027374,6.042428163735429,5.835744157924411,3.6530453292968996
8,2,2.770392085717412,8.236922035098614,6.662720245928284,2.488064311512789,4.304330539683464
9,2,4.769577520844001,4.300803979979458,6.21619636808015,4.368125941607774,8.107739866597909
10,5,5.374064300761576,4.599020707130833,3.5067292958795626,5.844460028669079,2.507084462342394
11,5,7.640459513532849,8.114816384857079,10.065704682283732,3.069468305670129,8.145888445003902
12,5,7.255157649489329,5.11776317556485,6.193395119057671,7.264462655209856,5.0875382888708796
13,1,3.0578276956022914,4.28383304003423,4.213982968760364,2.180200751799771,7.587763949230354
14,2,7.6407608751836475,5.9266423645238815,5.458935374847223,5.40539545571684,3.0808460109426483
15,0,3.0316920360110737,6.452708709491819,6.225539065973123,7.4488750443292915,2.8696212430006502
16,1,10.260907173048302,8.002932892900887,4.148690458029703,5.570171866951052,7.346747604229016
17,4,7.5964918399797146,5.588953220191601,7.973998127021154,3.4693168748754486,6.062595053488502
18,2,6.652884314965566,3.663007452570185,5.587937407953017,6.0685377022623905,5.540247394814475
19,2,7.085619833761816,6.373891846116237,3.7010349674744982,6.575203726151923,5.49094709451918
20,3,5.72227465591623,7.447161866390143,5.3894414500967525,4.728459422195488,7.130053920414702
