T,FC,x1,x2,x3,x4,x5,x6
1,0,2.4678890986391657,6.2313310512115185,7.291566542945822,6.629380706237552,7.416081572223611,7.791239298815312
2,2,2.4074350428305022,4.709314855581934,6.724147583594805,6.851683707031448,2.4064394035690024,5.24020271041991
3,3,4.574036546915897,7.168799974693062,5.011461247212386,5.020090707466597,6.1316625284474995,7.034400956995017
4,5,7.771123028839201,11.041331197426107,5.5150581397267215,5.0869052180451515,7.473212203157086,2.521104633936229
5,6,3.5529018178335194,8.094628258621874,5.873975845608742,7.232031729957697,7.992419864201681,7.612496797654185
6,1,5.318637869053402,7.1488538282555085,4.130028087175831,6.146431822822456,5.231894095013901,3.5398926710635896
7,3,5.574703245636402,6.721298404644222,6.0556305245531,3.181984143861407,2.791598121768234,3.2386068849173193
8,7,6.9439664104266985,3.0998703873936995,9.003415364250655,5.37214406872717,2.4311947124525686,7.116316274997506
9,3,3.5737862904747333,2.1986404946787914,5.42850801371518,2.776001349846853,5.604903936875131,2.9003453816922438
10,2,10.581608434707784,6.683377019353645,2.1363022947618293,3.3114574469359663,6.959542223059028,7.935307511968638
11,2,3.0039795706633856,5.609259093631144,4.4401486303504445,7.206547856068499,3.7422048878587133,7.678637627150991
12,1,7.217441082320638,6.240298995251866,2.2133624708245234,4.169824941248827,2.352703520229541,4.866867169541945
13,2,7.112627963081959,3.066809486270544,6.917118089894293,7.1289093635716645,7.076177396755446,7.292901213847254
14,1,2.4411910184079817,2.4158061782903903,3.034393918374289,7.103444866909424,5.577160294337336,3.371381946693861
15,1,5.474651198354342,4.528792083822901,5.749987203651747,6.5162117947845095,6.0293466492115035,3.7553707735171753
16,5,6.480104571296899,5.890081328791605,5.446546499089457,2.9070835106435426,4.506999731804671,5.020780279573559
17,2,8.6466381803412,4.226963038956217,6.070428778446708,4.153397335623434,9.11103647219288,8.057293382511558
18,3,7.23681914206558,2.0019371489728335,4.279563745721211,3.9048692662772164,2.332605722922955,6.207014803396949
19,0,2.6100992594875163,2.481031264202973,2.0576797926379573,7.838005395218478,4.617759619960165,7.752271283319603
20,1,6.7802205768434884,8.114401134845078,2.270170875782399,6.540932937689617,3.768972151208667,7.123043455225514
