T,FC,x1,x2,x3,x4,x5,x6,x7
1,3,2.447146763708939,7.195847046900642,8.022965698345434,6.402632206055102,7.103765664506421,2.493891977836644,3.2963197968630404
2,7,3.2781050225819586,5.325381619237269,7.077854645545965,6.9554819772283425,6.190742314623444,3.2324207258739417,6.725767242705494
3,4,4.370145737731985,5.216858885396612,4.9719998692803715,5.531655535983091,7.655355897407068,5.285454302721913,9.340827895669955
4,4,8.528176441466021,5.076055312407121,3.2754262812081683,4.789139650827834,8.82518999626369,8.478643710238131,4.803065903847919
5,2,7.628141537133178,2.8281228759916104,6.6910909610184355,3.8744646593302283,3.306990716765486,8.269345712340163,7.361811788050401
6,4,4.484161046209285,8.40082172292734,3.2767558593395187,5.590332368315178,7.765942851697262,4.025299637418,2.1881014257064364
7,5,5.020398589078719,6.373235005269754,3.3916081268971254,4.098703259032687,3.3328253873602076,3.61998205802396,6.774908271173816
8,4,7.900810942659822,2.1397667483011054,9.254168802586868,5.129989696599749,10.574167650071942,5.4809146542045974,4.904895121107847
9,2,7.979518464312498,2.317084870287792,7.896185733650253,7.865677574136157,7.7096842920218585,8.414643861196915,5.8364286002752515
10,0,2.0152625564867015,5.950882167507494,6.785034875582493,4.128425088477282,6.4730982381741144,6.611683672550781,4.4872202883430585
11,4,4.876110463755829,8.86792818128268,8.77482351675912,7.190722942678118,2.5737719667016186,5.468606434245605,5.406839568125654
12,0,6.604083513848811,2.076370975961722,5.100668249479251,6.57680552501386,4.44803948929108,2.496744976751846,4.189578132544229
13,3,4.736262187074232,4.4611096646966,7.329499362838953,7.03426659906245,2.6044445382599783,4.3613636459624585,6.715142530866866
14,3,3.4201625573584176,5.971774989109008,7.542912054579691,5.391468466456525,4.162212026019258,6.6597421230955005,7.402638481895068
15,5,6.004043986285947,6.014458623632855,5.0140876645014325,4.844188034679054,7.3077851722147855,5.080963641313408,4.661464631538203
16,2,5.986405939894132,3.298334374923945,4.159909306665279,7.3499444059491745,7.639480918730104,5.788226117233699,4.655532366532859
17,2,5.367217883834726,6.299002197840806,6.035146287964073,4.138503756248979,7.629964045653394,4.345589711881168,3.085709872800973
18,3,9.716042211754718,6.503600094250123,4.156562986329941,2.1395279725511345,3.2866376140622835,5.372286592812817,4.134893506682871
19,2,8.207144383755834,7.592343852361168,7.858173318565514,8.759824135295379,6.788960519400408,6.978779005018499,3.234209292635852
20,0,7.124787392504411,5.277586314868284,3.1757969899849714,2.47036367247801,2.3791530868559208,7.392868766550425,4.458130937388192
