T,FC,x1,x2,x3,x4,x5,x6
1,3,3.0973635672806896,4.340244592703944,5.730590172960856,6.464582139592221,4.335336269198112,6.349055805303937
2,9,9.029627518372305,10.424696171616784,7.803145968142093,6.422200371716303,7.309921410771874,8.60460633187687
3,15,3.2199837190297105,7.119434815766312,3.625933047115475,7.068051345553592,9.917896120942453,6.210279297639114
4,9,6.184444832287577,8.11818462158499,6.561740913820465,5.3307610431110755,4.658857571563662,5.876444490983929
5,12,4.134004109873376,6.30633198860006,7.105706629061993,6.371470794301816,7.819240508567179,6.790089219271755
6,8,7.620079882397181,4.272363751660478,7.5374302660084505,2.3210592874047236,7.118779095316018,6.2078750819171695
7,7,4.17495580874313,4.300634720090333,6.290153480578578,4.335846839870442,6.451940109194778,9.179856693527956
8,3,2.081407273829894,2.844623902495198,4.018769311068039,3.0381017889639153,7.1045985531000895,4.135819079612303
9,8,4.1096089226187615,8.817924177267665,6.5570455186256655,9.813716739611879,4.417594699234475,7.783278808075121
10,5,7.448598262794276,7.3406320753255825,4.573225367785145,2.8218531312831856,4.2231823605159216,6.022186122458491
11,4,3.126553294190296,5.143371622853569,2.547936959427693,2.283843013853315,9.54349263521568,5.053631380277938
12,2,4.288698357292738,5.0602532888498395,8.746947923327355,7.17784962993628,4.109275142448784,3.4710033955716177
13,2,2.149964819138185,7.744803568562825,6.553166483801121,7.796113829822318,6.188469611684914,4.278976470612461
14,2,2.0877552813671443,7.222223374048485,8.18855248274789,7.793024879268978,7.240776879372113,6.097890435090101
15,3,2.337814239337794,6.894458501787414,4.422533266533305,6.468189275189201,5.025619863900128,4.051275450688459
16,3,7.5901005948622196,4.247408212917594,6.988429799003535,5.216941556935472,4.499873595995262,7.99099177837777
17,2,6.480215544947026,5.430082317296938,7.170629644123987,5.483143787244201,6.038904970800024,4.776917356684673
18,1,8.968366916926783,5.072930377581391,2.062686060341991,7.193817983286998,7.026127275086319,7.410997601913721
19,1,5.344127998526937,2.255724395117137,5.702012146714211,10.159923023037656,5.438762050157007,6.533673608948488
20,0,2.295780890423197,5.923672575071852,5.432898699112438,3.22229640422865,6.42810446051813,5.064921591181653
