T,FC,x1,x2,x3,x4
1,0,5.261746393144332,7.4379442307356936,5.403850423599886,3.045491665534717
2,0,7.077673312558156,5.202733861164832,4.16200047989352,3.3741947269468677
3,0,5.3050465144319245,7.815283931933188,5.231670599242922,3.6657113148794984
4,1,3.9904387967980797,3.7855328680118583,4.990571174767456,2.047574703271742
5,3,2.2132276524107346,3.9433253649585724,7.757977443355707,7.648648574425579
6,5,8.759786605919352,5.61759050396089,7.449086469710819,6.374592769019458
7,5,8.011945240050386,3.1637222070216175,2.076628541910825,6.855104517304761
8,2,4.537377594342884,2.219265422432405,4.109250474458782,4.329951719647763
9,3,4.633935374091723,2.166352588407202,7.125406989316579,8.424197372115305
10,0,2.2383774136624277,5.2195336711747045,8.688060056793244,7.550632577117532
11,5,8.237807692392229,2.378267959964572,4.117722129421838,7.577128441221623
12,3,7.694359859960242,3.394482986592604,8.467152735239623,5.537893577941552
13,1,9.02206902522664,9.071047642724896,7.147721212921736,7.167262844551722
14,2,2.0130114062409397,5.305521786915204,4.13322981966639,3.271676394102027
15,0,4.4837161814738655,5.244741374878421,7.361830070617728,6.266947982525995
16,0,3.454682460362247,6.365700364442426,5.499689922575691,4.751865918342749
17,1,10.366722787988188,3.4657516353105815,5.427266132447147,6.065716300677028
18,1,3.416540141396504,7.14176755711696,4.1391753275757,4.235320077757051
19,1,2.1031076785379863,8.313791912991409,2.2103141904875034,3.9956516791976036
20,1,8.695226034636384,2.4045534640560566,6.396162111767631,7.856831500409841
