T,FC,x1,x2,x3,x4,x5,x6,x7
1,1,6.458843741650813,6.711841380304155,2.08197654815005,6.116866301456401,4.056879765674103,6.397419930811133,5.027535744402699
2,0,8.752986716690913,3.3518403211642065,2.230490688082832,8.738300979867441,6.1788127561758905,2.106922222039493,6.279815491136804
3,0,5.291107592702667,4.036608657303146,3.3742315844158677,3.06409436262475,5.016008003194733,7.32974351664086,7.426198261159113
4,4,3.069139543009158,2.1216023901069634,2.345673797529449,8.900592133806915,12.513864903504253,3.1447211216205306,2.3203137097632203
5,3,4.474471817060388,6.480758299809338,6.0633862337545645,4.8240096980158444,3.079771378207813,3.030245793203133,7.495971119878698
6,1,6.376376113818435,7.258478486585768,4.157906053184703,5.251188284170895,6.206298688378332,5.28194815726157,6.259481221792853
7,6,5.039626690284347,7.144389988148278,3.3031666658596,6.695681206998327,5.780361208479077,4.670703439896986,3.533110409606409
8,6,6.059795510073642,4.728969743400367,5.516617836897497,6.15825491869317,3.239280402617951,7.699934615291687,5.796160794774605
9,7,2.1113869147652413,6.577214361976057,7.319851341290455,7.82048460028164,6.311083980056859,4.0807102290332065,6.296671259569195
10,1,8.218393993846659,4.179313693438371,5.314018782109691,7.573080128359442,5.972618760101107,3.1172982347541667,7.471354926254719
11,1,2.2090492098284864,4.038523381010672,2.1154192592631635,3.210688070527117,2.1434853080419876,3.3258015350008354,3.5367910042847743
12,5,5.273551881392329,9.096602595857119,8.184003449648985,6.145145978364944,5.7185891234043735,2.028144969717924,2.7309148981769527
13,2,4.230947109260468,7.445443666329799,4.0625655269454475,4.966529823456672,8.670334563547184,7.135650202684399,2.037332431499971
14,1,4.369748782024125,6.3020137850684295,6.5875269300707435,5.142036150128466,2.0772720280478185,2.640794393398104,5.106981407192901
15,5,5.353887099132892,7.780696786197563,6.287584901017072,6.123151191336723,3.3263956487595583,3.3842758868411122,8.607578057481916
16,3,6.737471037638054,4.066427360138812,5.299597865911529,6.680344151803752,5.234991272583008,2.0613566390696016,3.73815519480448
17,3,5.3706055088304625,2.107487333949111,7.35403107066897,3.2494483997169397,4.230227222147633,7.6348974978264375,3.15285008848276
18,2,5.158590265187393,7.398725794749611,4.110199296380656,7.187713103370591,3.5562380618697524,7.037780227748935,6.654112362187566
19,1,6.29578667388693,4.5008846459440015,6.139550711454961,5.410610367933629,2.841450963074019,7.5450629286597914,6.167631535321547
20,2,2.5651201894496323,7.480108553040311,3.0753719634381627,6.169885303474322,6.086681407332456,3.51190831748242,4.31283454922177
