T,FC,x1,x2,x3,x4,x5
1,1,2.9067703963877745,2.3357038199304707,9.267546808676515,4.593861773936001,6.172118151216574
2,0,4.687953275131616,3.4391157261565306,7.172080532362676,3.06041553772746,8.296351799613307
3,0,3.1745222178661763,6.64561259030643,3.1943011840355036,2.2401185454279218,5.175762105192981
4,0,5.024293267022019,7.080575236039936,8.717226577327484,5.550150642371406,4.037679323634185
5,1,7.207845880475815,4.369109439001714,4.371565226663253,6.125597392034471,6.081070702589628
6,2,3.217821891844392,2.288297211646421,2.5717649861086795,5.814466082304401,4.063876051265767
7,3,2.15722343550904,7.402342525411068,9.583840543018441,8.309709457021764,5.658717823265095
8,4,4.799504800235468,2.4451046067554985,7.807570857806725,5.808843340079466,8.121134076547829
9,2,7.7341833058976945,5.217228425217292,3.240325435776295,7.711181110610168,5.381348682718769
10,2,10.497835226291347,6.830961899278364,4.224282443691134,7.920011490053263,4.929906295283678
11,1,2.157018232788615,3.80610135653017,6.08846614972032,7.663226280653324,3.833504053024679
12,2,4.67241264053999,3.421768177970634,2.7142881136770334,5.403529827508995,2.30303840936937
13,4,5.314409553506761,2.5643574072477224,6.252883124112885,7.245807975485979,4.772123203114983
14,1,2.4199598786522714,2.725892257323302,3.8508006038128846,4.586254411241299,5.023059425622105
15,1,4.348174614897635,3.583272560500488,7.5192896326867835,2.3121106440609163,5.305412816789054
16,1,7.93944297713019,3.5353129305016213,2.377940950141344,4.060536263585835,7.276140904577788
17,1,3.773652027198213,8.448981724725336,7.522010569990703,2.057384722875366,7.662797751947717
18,1,2.2669704810959814,8.103410546647627,8.064376747547715,3.6749867595415657,6.262795517936657
19,0,5.561920101838066,3.0659800045783028,2.9353064817145205,7.2623807779934655,5.097542827800624
20,1,4.498065640128964,5.048864060621045,4.434672077885692,3.058408137709778,5.967091217998429
