T,FC,x1,x2,x3,x4,x5,x6,x7
1,1,5.179915965165778,6.927847387117675,4.946034744639643,2.4613138782334785,5.342011749361911,5.137373681891283,5.797838676086803
2,2,5.498724986575033,3.603941686887797,7.357162915330916,6.317476441458278,7.640571522710477,2.3033740158757885,7.3169747252706046
3,1,5.194636992546529,9.083249082654273,5.184120015063295,3.3852454781111976,2.300450647067434,2.455380967814955,8.14682131707403
4,4,4.680866162466025,6.443113451526809,7.44361185606424,3.8768483085259122,6.501199983194164,3.1753904575526635,6.865302877966805
5,4,6.370560877783748,7.638656477443526,5.09286235876202,7.610983429370491,4.583429362921695,6.067582967268768,7.792798758639661
6,8,7.59791880697146,4.888772575317093,6.287359673402494,4.476316889895829,7.226602671534499,10.060241648978078,9.65707990927546
7,4,6.165607855042539,7.63170951945826,4.241029693821905,4.355958893661304,6.60302013231695,6.275049136864813,2.0316265746578495
8,4,3.948124547183185,7.733156845643097,7.9933175777578445,3.1267922102356067,6.470137200789672,6.594968758762153,7.157690409166751
9,5,5.88482164911569,8.769387886106038,6.623912576575706,4.616212032282843,5.031049208170094,2.414741683099997,3.4475950970764906
10,1,5.554703580947763,2.587228073359184,4.771233458590999,2.6375781310599935,4.750433453701598,3.6849023340363862,5.456787218873301
11,6,5.0095333354827485,6.272857936778101,9.06756373904856,6.112375699908249,5.759433117463212,7.117963936967087,5.72678442001623
12,1,4.236392578214481,3.7667715587118082,5.678176341506731,4.799924529726987,6.3342732762211496,6.242333643020079,5.200719898112239
13,2,6.561828503186938,6.633545621483509,9.630160343709143,5.020501351538104,5.131545272775986,2.08333254644803,7.029864873383899
14,2,8.62165091254432,5.44528001990197,8.258537824262486,4.175820332856893,3.031425101052689,7.861103985884101,3.252421900037318
15,3,2.2417005160453467,4.196369939232955,5.9152250955915955,5.453416738778512,9.767258776558199,2.1129962355115413,8.450098939311644
16,1,3.320466669878828,5.127298153011315,9.713339486561612,7.171024090315819,7.308552867114929,7.760361956974352,3.023041752168903
17,0,8.714350888918892,5.990198733270243,3.243863762325284,7.856014384660762,5.530578179816341,4.85368343678809,5.378490661309974
18,1,3.324959772774406,6.985267243110481,7.29986938015226,3.0948563717555055,7.108588030741141,7.319263278255944,3.323432168121303
19,0,6.762840061977704,3.37335988014775,6.7027628702746815,6.388748830393094,9.15955772942749,7.240254693354325,7.250533750254179
20,1,5.350799471011273,7.314811509229608,4.457697967574584,8.815187518795707,6.157650903990273,4.395560614584953,4.893333295206087
