T,FC,x1,x2,x3,x4,x5
1,2,7.006672518706443,4.351280791038862,3.2557672835704348,9.535489787271267,3.1288229689262557
2,3,7.3680177827745705,4.567267420296981,3.287663370940507,3.38520772662093,3.136132619626218
3,5,5.210643738153036,7.558108845968519,4.448381317670663,5.216276038917136,4.072507986128513
4,5,4.1507222843869505,7.041369528226635,7.44140560693778,3.4039178985356497,4.626682887790084
5,5,8.855792746775299,2.22954738864569,10.292913612110748,10.05047615055608,4.417996145048996
6,0,4.341415939365367,7.516408797435537,7.182728681444408,5.112149068805058,7.012813527769782
7,5,5.218672483994749,7.089517882602007,9.133362716222226,4.609982582068737,4.937243083769142
8,6,5.286582491319471,3.705900315873545,3.42762193619113,8.08643380864903,6.654539184290707
9,0,6.728153879482824,6.2324990944074425,3.8358270565892063,6.2082012234108355,7.457210037897691
10,2,5.192252963825525,3.210318547578019,5.2401327300066445,7.268296151982378,4.007207841394774
11,3,2.1856369669740423,4.729784357275509,7.38676925664384,5.552060703753793,4.0172945905247435
12,3,4.140111554549788,2.2845389096022304,6.706298939920722,6.124447875265967,6.663467793676045
13,3,3.1322693498830634,4.910138240301131,6.148526496625491,3.428582084594865,5.507706896106913
14,2,5.026440366744678,3.1327412760847517,6.106526308466114,3.1230293178676454,6.235652208746633
15,3,5.037568106503573,2.1274659943404215,4.194508564891934,5.284829611469486,8.438575247408387
16,1,3.0874558037053976,6.49758659551178,8.317918712738962,7.000380961518624,4.54996947382
17,4,5.374887259672338,5.944272745954335,6.423555556385269,7.205515952887626,3.3899961540348973
18,2,5.846040598547974,4.818375398029298,7.9893001092416105,3.2745482290165633,9.847309059278151
19,3,3.292056379246272,3.357126567369883,11.84510978761904,5.111527758567929,7.041696406513978
20,1,7.367853593321618,7.642747580153837,3.149568284947807,3.633985218796007,4.925589226577953
