T,FC,x1,x2,x3,x4,x5,x6
1,1,5.4782829574872185,7.077202546232779,3.5147285816149223,3.844406939490674,6.833742746010016,7.2440996835626486
2,6,6.960720156058018,6.292169440040731,4.38209242825724,2.6945815889379428,5.512067810721245,6.91038940551313
3,7,7.123796541268571,5.461354044772632,5.232850857052512,3.8969899529178,7.169102858716017,8.46600973205928
4,6,7.121135192190767,4.286531552056673,7.135242202141585,4.020934511653515,5.5929925483064675,4.047924406956117
5,5,3.2397207967441783,7.894296407929142,9.576089107577909,3.068523991205635,4.6604197853602205,4.4161657893535144
6,8,8.694394476339262,6.820278947711725,6.044963130744799,6.350644524403854,6.491106538493286,2.1329396498462074
7,6,3.693589322812775,6.108693013951092,6.155362065429444,7.0929470110423685,2.5510015240615695,4.991999430069958
8,4,6.86517063920994,6.877821521597522,2.338609432949111,4.3081139007954325,5.101897238131215,2.141624602160724
9,11,3.169074675549932,7.472149897938228,3.124848693068842,3.580847736398791,6.135587543550617,7.016779506438462
10,9,6.803714346716101,10.60591826997485,7.1334128576837745,10.972966841875419,3.2789484354353045,3.805429151820113
11,7,6.630595520870078,9.507459387377121,5.284630269896469,2.9593910451155927,8.317886903386405,8.73116891553189
12,1,4.279230611626692,5.496578034438498,5.740482338937676,2.660726603842307,4.541888521202158,3.616788226890093
13,1,4.272865253307862,2.216444589454623,3.41870895731462,5.9226052221908425,9.625508453404795,6.5641609228943665
14,3,3.184278857029201,5.670496556876357,6.439456080760715,6.431445642148978,5.680999593131862,4.478014853474566
15,1,5.613850547017741,7.870847654398613,6.428404421244247,7.623745294105381,3.2539399535183593,7.175136978605322
16,0,6.079153124694917,7.600125962681167,8.735001000085449,4.010632943280114,5.273605466047149,2.6637384952095835
17,0,4.47241110535878,8.587055535640832,5.0722612669290115,6.0452803077099695,2.2596747726436384,7.012746176862151
18,1,7.641287045748704,7.543890473650887,4.879082703130165,3.0409290674791873,7.115031513682672,3.3818758496171197
19,0,4.155179348031869,6.938649407297441,2.1649200488782654,5.119291457872138,6.32617042019664,4.668205884241714
20,1,7.541725062399645,7.4086590257098415,4.225754143828226,7.132008068812273,6.3741484409002815,7.0190893295946015
