T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,1,7.460151458738646,4.9048936807568335,2.8552319753168836,6.142701807578709,5.587259563281899,6.565485139261457,4.158508147003857,2.3565862245034914,2.4038693133627937,3.9749519029441363
2,4,6.22088474279825,4.441859539250119,5.6697850948958,4.828016630869587,3.8503053130739566,3.79044897061612,6.185442243062597,4.126451594905664,5.0778291806137155,6.429822044895497
3,1,7.446012256306548,6.350262886064124,4.705464665078024,6.046110661672412,2.191197987862709,4.043125625620353,9.910603832219921,3.4976408852860907,4.368638193574397,7.7672523810047425
4,1,3.7087867660815714,3.441220164403768,3.8411583492106813,7.161193569989857,4.504971372631659,3.7613876344819057,6.368223357644899,2.651759766509053,7.110731401730343,5.064863567079516
5,5,2.202242856509413,7.193924314462871,7.815839186325723,5.233427210026948,3.817105727575206,6.011549896854925,7.103588773735895,2.3629397717194593,8.40361516490293,3.503374933823185
6,3,2.075377485816251,5.265411785970474,3.682648243056748,3.0253385738683973,7.071569284126601,4.591676317524015,2.9285363005428326,9.78760499771834,4.298747118755512,9.673962851392393
7,9,7.50997072278135,3.9863902907505517,3.796253703720801,9.251725724558067,6.297316343338467,6.944842661784368,8.58556765169509,2.928481673579699,7.0079921849918945,3.971474882390155
8,4,4.113488374429369,4.747999716541731,6.592120076635894,4.714260170095128,6.663074413553459,8.639862469558269,7.957614791303139,3.3512127964135754,6.845631580563659,5.019477540684509
9,5,6.721199208707404,6.313405753705813,5.426913242444368,5.635994217690584,4.235329363446376,6.110339313594922,7.440044601366096,8.31968212529938,3.169885450730527,3.8294326989942107
10,9,6.66233759002121,5.486399128697632,3.109948990915472,4.780152183109403,7.050545951254087,4.058551208691283,6.365740304507861,7.133420891094946,6.924286754637805,7.401880665503331
11,9,5.0153941307938235,7.073483229290574,7.353582271185477,4.563123691769552,7.218156576957721,6.329229646029459,8.203795955722235,5.569531253782329,2.3218003567752925,5.75409898630111
12,5,6.801328074552263,8.91009257660596,6.1325278087269925,2.7235003887862206,4.244697130638799,11.46299869856136,6.5912093083615915,2.4599058916145715,6.681872206971835,5.298916175014837
13,2,6.019417710870405,8.293623035459342,7.143265079348551,4.559179733672719,3.1813145339694726,5.302181551511671,3.701078969472439,6.6951016284448785,4.16523438696371,7.757329126406717
14,2,5.99095814133365,6.469977050412383,7.106335018148729,4.287593441359143,7.724235584439814,7.137249430420923,5.076737510307627,8.373573517585086,11.020918886842416,3.029663907683848
15,3,2.5917545609347927,6.34506684082432,7.13038500587429,5.563979963136393,9.15551709630358,5.37295233259761,2.7552486029866294,3.8492916416204785,5.418293486960228,4.186888759761236
16,1,7.03622718874354,7.263556050998128,13.39339549201699,6.253738856688795,6.275947173213001,2.972257601258609,4.016783616784022,6.963333018765745,2.1519171352756086,6.554333252322488
17,3,6.582697982776978,6.044790506768985,5.300928971624387,5.42802496834134,4.339756539517568,3.0049243185833863,7.182922207876643,5.022339966084722,5.390360949087573,3.314317992838725
18,3,2.063892422994772,8.574520109385347,7.558929409004796,6.603298875029512,8.274105971221903,5.60722871827366,6.139775458170137,8.463928986818058,2.8918301198194936,5.143597553665159
19,1,5.108542194567488,4.4760200146442335,7.467447672789093,7.166506833390331,3.3212268159942195,7.209795552624635,12.173136365028437,5.820643075821816,4.3228227536767765,4.324847529780997
20,1,7.083497438081158,3.683604933349087,2.8371035161096536,9.480729312771542,4.1108512692340256,3.114187350680546,3.097742896982907,4.315820261669821,7.1121210368489605,7.097013138946618
