T,FC,x1,x2,x3,x4,x5
1,4,3.844664050532164,5.611298094499791,5.597311712905848,7.500406478686292,4.583660310857723
2,1,6.224323839292398,7.395976399745938,5.514393181260673,5.904403551833357,4.704233111912772
3,0,4.398307287919142,5.0155580851513495,4.910780681360669,7.904227205215137,3.2782766637864826
4,5,5.790290891440437,7.129531607836673,2.1138375229309685,3.2452516131889637,3.0079487950878336
5,2,4.257185399083815,7.409853840006512,3.304941287817419,3.2418959197066384,7.6298753300672395
6,2,4.153322883153981,3.8503572074864123,5.075507541703503,6.364374284826518,4.203591572803094
7,5,8.09997264404591,6.079878578665323,6.128647425134824,6.134802191263403,6.502446417088176
8,3,8.952305080890739,6.477701255870915,6.5436205836482575,3.3218056058594723,2.0266860265282265
9,8,4.605751140579511,7.832052048013021,4.039978413525594,6.215740482671263,2.388503138025923
10,4,2.322089671887545,7.427395713002052,4.0294983754141445,6.057344416951926,2.1638789792446946
11,3,6.986688095036632,5.43538783957979,2.313125001777311,6.329427276782758,8.984485882766025
12,3,6.05240074082425,7.734243868225372,7.2380869809537165,6.266498242063615,7.758548663850482
13,2,4.807017131041235,2.388577474511676,7.6440860577036975,5.094771965654579,6.663772550950855
14,0,4.202614838019489,5.333537488291064,7.748059673185472,4.450282770003897,3.4446512598946613
15,3,5.741242539809666,3.58771441725123,7.815318272240637,6.7896612343544955,5.282504734653803
16,2,5.170524763538913,4.037658611594066,3.5043442169163574,9.228958633154832,5.0793674789612755
17,1,7.103163416620434,6.877612737306578,8.121595203238575,4.383555634063259,4.095243393999041
18,1,5.925298775265954,7.064054055709102,7.959947254963388,7.447017482785565,6.817943795484516
19,1,3.927310402311874,9.86740438009681,6.216805315552415,2.4707595666068785,7.450938422272893
20,1,6.389187364710293,5.004111949684574,3.925409419790857,2.016790183614375,3.3166030289926502
