T,FC,x1,x2,x3,x4,x5,x6,x7
1,4,8.109317371038998,6.761507275837009,7.091318780489018,6.253057163912994,7.586977445767221,7.300117795422226,4.613922476068614
2,4,4.6902260230640005,4.531709652713513,7.024359663784629,7.815367195396654,3.6837900182983727,4.356819148341479,6.183556750392732
3,3,2.067092143998872,6.628828004606585,2.597400832691717,7.809393014128092,5.264310217110465,6.135523161500404,5.7288640617270445
4,7,4.7297737339252155,5.744141826748055,3.4934759515467566,7.829387386469957,6.626020535537785,6.299915134742597,5.573981084280894
5,3,6.3914035776540645,6.560993051082331,4.383305876067373,2.1576949901848304,6.0407080383545795,4.006667387452864,6.600768624372771
6,4,3.2063299541947883,5.010738716335072,4.622132655922211,7.02647140971808,5.700236870236844,3.0582597504957567,6.622764304454773
7,4,7.804956218762315,4.529231706212907,4.1340658189682395,5.6489566652014584,2.3683163421534674,2.143478442750107,5.240335283430431
8,6,6.205588368904319,6.418287452984662,4.099087994311417,8.464636411478022,4.136681489159424,5.418466097608744,7.081107902859188
9,2,2.06478656963583,4.096387693317769,8.311058235764339,7.990423497613789,8.029571447466388,6.092374989811845,7.339809573231687
10,5,2.500990197583578,4.237223754931865,3.437943059514286,4.570485774108414,5.204796621596832,4.538127222224119,6.220862029877612
11,5,4.340754240880768,4.891637446601021,3.3470011718332295,6.992463975066948,4.322632414992971,8.10310140253261,7.493520118766113
12,2,4.319450544544849,7.068713839860138,2.625026435901256,3.226931088141825,2.2581267645016223,5.09913684335377,7.927312202551619
13,4,7.651564931525229,3.3190030629353804,7.037749137081765,2.525774439790095,7.028479388567524,8.829113047127695,7.3555968643209715
14,1,5.511164180916424,2.5469438415050667,4.074410953357246,5.365128750141397,4.169526206875863,11.939440332413774,7.443942156492291
15,5,5.296629943911867,7.150381789635846,5.082881812763884,2.2037293561458617,6.105963968854419,10.42408118783571,5.094995160708981
16,0,7.398278643834853,8.587877247378412,4.4288933772775625,7.211247497414125,6.793838340788761,7.558604506632994,6.822824971180441
17,2,7.317154076725966,2.353834339254139,7.204071779868671,6.040600700461894,7.347809802195021,6.607973559876074,6.531659023872926
18,3,4.094404857980425,3.6837549326972656,3.49511927422673,5.791414543821526,6.003660835714388,3.2283543111550093,3.9467659282505183
19,2,6.275814890482434,4.471017682937358,2.9383563112898123,5.747572501045714,6.2265136808153425,7.043164061151609,7.474660487378196
20,3,4.743833526622225,7.320827408819324,5.05877592264475,2.6324554026692732,6.064752429567407,4.385201860011759,5.181029310078456
