T,FC,x1,x2,x3
1,2,2.2462177580260256,7.069339683383329,6.498415639427048
2,1,3.7373021095784598,3.017395341984966,3.049488256053349
3,1,3.553951417286913,4.227372770814822,5.308372909993309
4,1,2.9959071507541526,5.504505234284487,6.386315836413462
5,2,3.761532195075036,4.415457806916189,7.169591039696219
6,4,6.590523901637908,6.894871090986229,3.04022588219757
7,2,4.431597795285181,2.050967558177457,7.317874500668346
8,0,5.707110849996047,6.423860519272979,6.27892583981256
9,5,7.526413537981646,3.9222551122601383,6.2266413610289675
10,2,6.060800095781852,6.5640318201847645,7.653672116295866
11,3,6.763673226316042,5.177360011391846,3.2354569832988345
12,2,7.094613354353869,5.4571165461488045,5.060077758033732
13,0,6.444567708454435,8.012386602321653,7.326115052023688
14,0,7.076735169577505,5.116238135988787,2.1594694858127252
15,1,5.3058312292379295,7.298651861394015,2.0003277220354234
16,3,6.982462928589254,7.253815085764168,5.632691252241185
17,2,5.3191479452553825,7.529878572291771,2.0341847268508753
18,0,4.167033691776129,7.299663096424345,6.6538296374784345
19,2,7.104068159203897,4.571642175909646,6.314926182870404
20,2,6.476527086974142,2.561962990470849,5.787728162415311
