T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,0,7.940205981586434,2.237973710573156,6.7546351349961675,8.823103232902067,7.00762263156759,6.066069534810867,7.052337836646002,4.8465622842846745,3.138043781243781,7.39818806156578
2,6,6.3119561968322415,7.994555883459593,8.477154431436912,5.757073994170961,3.0834548331505567,6.177476548373551,5.013393245717708,4.204131049336282,5.951269879439806,6.012773864520374
3,5,7.5904356804314,6.265818093565497,2.645966991271977,7.216483048495479,2.586550573630269,9.763746869390257,7.382798747810032,6.728387780060848,6.320301710663771,4.965906694816108
4,6,6.290691358412398,7.254373947262806,6.759533779896628,3.448317935410668,4.45432108152712,3.035741788024159,5.765300318033591,3.6906430787894062,6.265256755179895,6.728998642085924
5,3,2.3220490988364073,7.824482793528176,3.8557642805147787,5.147904250650558,5.264777361137075,4.839371997367923,5.479541872330953,2.064209641235325,8.313658637485434,2.4076812097653644
6,4,3.0743335989452136,2.246028570142811,8.135755731028947,2.426762884109642,5.218311685323098,5.48112083963838,3.4063805851111275,8.290109756845322,8.359380202041171,2.238463128622521
7,11,6.982717485885156,7.14482000081719,5.352732087630502,7.447842751102371,6.16366853700528,5.157446243036507,7.567995847856817,3.615986087343993,8.146548316324328,7.149685944289098
8,9,8.232289035942959,6.313565515788389,3.62938638336983,4.660131148786475,4.443026460056932,3.492956879568203,4.8337738818436655,4.829298228061924,4.714790727776138,4.067075996500964
9,3,9.646469158685546,6.10136191285429,5.539722609240966,4.060382051510713,3.2759271341039833,3.6057543537020402,4.094619086505275,7.559122555375996,6.11722357386633,11.235219413380907
10,3,4.093315013073054,2.3009476748875626,8.364610583700973,2.665436063922799,7.467428776532944,3.2367968435322494,3.45688541852433,5.382181553118536,6.579657687418177,2.150199256350937
11,2,5.32663439670325,3.62598206513789,2.7140640025879605,7.440398161755968,4.702971875716622,6.2927614399426215,2.462907102860781,7.3285177686173935,7.48706722803885,8.22463108464459
12,5,7.254209641072974,3.0077844296134884,7.945291441294306,6.483876514066512,4.117147776804037,4.2328827937309725,4.210144742268969,7.130411163639789,4.945769776927828,4.435791656002283
13,6,4.125173607019505,3.968968642702098,5.465312319352934,6.234502358767613,10.346445657913293,3.1109787660352253,5.454396607394594,5.591119296690531,4.32643393627544,7.108904382673944
14,5,7.048970731978114,7.853645638188283,5.374873588927663,7.2471648662041765,8.118315890224611,5.39560357027478,5.191107432477207,3.487937128904273,8.069336288691117,7.913374345676644
15,1,7.162597667781276,3.214110416203636,7.545198662272932,7.232716333063108,6.264834394605764,4.042440091089357,5.534578213881948,2.490967758225747,4.20708055164282,3.1455324561352738
16,2,5.430102936595702,4.09436141068776,4.167296131664795,5.868263401483434,6.0500167914887415,3.8765861665007435,4.550910109941212,5.064079722220245,3.2703687302543605,8.09336759413573
17,2,3.409317474639715,2.3985916600948918,5.938004071380887,5.337820588841416,5.205003320912199,5.3992802588682025,4.338113343751862,4.779756115719025,5.123527056548538,8.328422973434844
18,0,2.1875714908072363,6.215996743462765,8.431860725637078,5.09082197068437,6.677985899679497,6.067874150454782,4.108406089008198,2.3596878658755545,2.1924657169366397,7.5977672992583685
19,1,3.3912551782346902,8.559887699262667,5.5394904477267595,3.401804205630892,7.739989395117256,5.5399213770542115,6.250151765432788,5.264113019318989,9.015794109265805,4.899539647469506
20,2,4.358843413106701,8.4943142370877,7.713186979816835,8.128943013651531,4.964122796246558,7.3921736654197145,6.124470645026089,6.6715981689955015,7.929649067366901,7.552289957065025
