T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,2,4.835983310015028,6.419996007899068,5.009147343033968,4.492508239010478,7.643735057887197,7.842377703044807,7.440103216384519,2.9050361997571024
2,6,5.3547231185667155,8.465061436823698,3.46167295712445,4.68671715268284,7.6387971568846025,2.1965515997501672,3.3709580893113125,5.360106682772251
3,9,4.189387044274498,2.096156314278365,9.340500121162611,7.293654953113504,8.621659343828101,7.427010773636127,3.214006865147967,3.4869059655671575
4,9,6.3270961311595855,5.915960999732197,2.1339580544809573,5.845555877835135,5.678365188180042,5.7054563416438855,2.895346105690782,4.698600861410717
5,2,3.0613564999911134,4.800439434820438,7.218131509331689,3.459413517424616,2.435322659520599,6.10327603167927,2.1776383005739612,3.301021518271671
6,4,11.622394758639503,7.541029127031368,3.7370010551679664,5.032793467801614,3.603399604286957,6.108208326220377,6.747915139075588,2.0520389798820284
7,8,4.619714659314091,4.514665761530218,5.586127082029184,5.7976997516118,5.854466808293679,6.254145270504727,5.04750658233748,6.761551405408518
8,6,7.681098916311397,8.012009532325324,4.836730748183823,7.79027719903275,6.032313968039912,7.551374571843058,5.355783698986785,4.388910147704659
9,5,4.377912125491525,7.860302841670637,3.5452878491490667,7.061760543699285,4.493584365347115,7.1374524189719635,5.185923915523567,6.332343290530452
10,5,4.902023381779334,10.822502680599055,5.38950489609708,9.873577639280612,5.967511080182538,6.545521372573056,6.354253379728692,9.209650930591199
11,1,7.8624631374415745,4.9113892763278955,5.832891917199791,8.034157447945846,8.219478202864712,3.246460745021271,3.695947294453993,8.248244266859452
12,2,6.502347872141339,5.754689928780776,7.8880899263920305,5.0158518852961524,8.943799179459727,5.155320060105385,6.360004766928385,8.560953134554401
13,2,2.03749270469963,4.381435660060341,5.179348047576607,3.5223176174955193,3.6310734891087098,6.048157806341923,6.451689534063477,6.584848312648981
14,1,7.301701584730369,7.317614638117812,8.487197971014599,2.7024700247850637,6.497791750767861,11.365043559442904,5.070411854958858,8.065805427028545
15,2,6.129428083940976,8.7374464060289,7.197659786905531,11.520325452764762,4.2263969148276574,7.540655382350934,3.026034266133663,7.526953239870356
16,1,4.88971130587954,2.8407291560099988,4.5842633111934745,7.29145515325721,8.819160177462482,7.476836071347572,2.7182932138040155,8.476004603627839
17,0,2.9678709644699297,4.112776521788179,5.219133799008644,3.864943953826865,6.73848564231778,3.082027565199777,5.7759858536102335,9.487934908041028
18,0,4.020516917087135,5.10567604339622,5.102335634788438,5.772052116621442,7.173113500334923,3.460372302707052,6.843005855675044,4.290258385835996
19,1,6.218809213535279,7.372769254514493,6.621114824946684,8.373787872664728,2.539314215817047,2.0790532543332727,3.684745666973252,6.9240110265943935
20,0,7.618535336121699,7.248481165634327,3.3072619142071376,6.704908327289693,2.9979503013014472,6.129601454263605,5.431735868078649,6.9671994805352675
