T,FC,x1,x2,x3,x4
1,5,6.333635202841355,6.756143967626096,7.509171816377071,4.51187006376567
2,7,7.367840179887986,3.908925794450963,4.4211429834212215,4.846080087266911
3,9,4.159097459945743,9.542810050982105,6.31034835237475,9.135577736252326
4,7,2.06364534597422,4.756679528719644,4.133321795587818,8.767041570650361
5,12,7.1551423508545255,2.643755176206618,7.333185444064977,6.229636813018898
6,9,5.515233699410678,6.594193346668313,7.269130377864266,7.407809994330832
7,4,6.595076862334191,2.6769266147094557,5.180512242123757,4.394837327752701
8,9,4.812871381865093,6.518467464490464,5.3850890225542285,4.185710981695666
9,6,6.279489739347608,7.563782802688036,5.554336681473255,7.558997690581008
10,3,8.157094334790008,6.711556327067383,2.349430891824297,6.0329199555355215
11,5,8.19229284102793,8.740201937960919,9.427090475862165,6.103588061974163
12,0,7.223678696487639,7.640548781709946,3.4281925388288097,4.34422178635983
13,3,7.499256802509317,7.539820103420126,3.7384042749715793,7.537398919516087
14,4,6.6339602745487145,10.047029694800848,3.6054150342119007,6.814543010469356
15,0,6.295876207594626,2.3452671571751584,4.219202579698072,4.324623014200354
16,1,4.01405048665881,4.986126267318186,3.1865708394981516,5.105192465130649
17,2,3.5165463104797867,2.4593309781424426,4.936391372240614,7.075265687795683
18,2,2.7873440612364107,8.650583697444457,2.5107119089952774,4.110457378976881
19,0,5.734615734906361,4.599245852625036,2.584829794272344,4.589220423342995
20,1,2.6451929472361075,4.220076863859618,2.191844599152285,6.839221728677909
