T,FC,x1,x2,x3,x4,x5,x6
1,0,8.82856234320417,4.332207062219525,7.28354965147998,6.656720611442784,4.039202872298579,9.028332169595933
2,3,9.529528588961178,6.761035958324865,4.177587903264159,7.366307069911536,8.038542734450004,9.146250497463562
3,3,6.921496904822536,2.318360386557977,4.398649313682953,5.156385617416528,6.771931444658277,9.21581759504425
4,4,5.535742305757708,7.7483208403241015,7.120954587765658,3.132589473703238,4.159979185030625,4.448329776411112
5,4,3.407555368895956,7.513612362803278,5.5907708248017585,3.7002337298321275,6.931633233495521,7.787078217082365
6,1,6.4157609799985575,8.791099720398712,7.345021777962312,4.759497318021121,4.027714507064761,2.585491967884348
7,4,4.795735253794178,3.0224058779405714,6.698571887533167,4.517047347121713,3.3525476638598275,7.92990177149255
8,1,2.5496012711900695,4.354698430931311,2.776809681564323,2.4680486691266985,3.1329820615069526,6.075676592401713
9,3,7.102529486087035,6.163751937393377,5.986845921653603,7.16517191220388,7.208231228224021,7.139267578737087
10,3,3.6704042239391454,7.192303975865957,4.10850250004727,3.001412091378344,5.388189048159838,8.093200290094535
11,3,7.454298506698979,2.6765778655740173,8.01603081474233,3.2615126671266177,5.8666492993787065,4.0887389900907305
12,4,7.3919020956207895,9.354261373651802,5.203582164700685,6.390725645508809,8.271468236970057,12.916772471964958
13,6,6.090679014070461,6.236669802618358,2.090058043254853,8.140707206677273,7.145546005061727,6.780530088270707
14,0,6.028743704819427,5.957565040716355,5.346750738592535,5.182800209408324,5.467477890972393,2.7456158507380537
15,1,7.120549814061601,5.426413493820115,5.454658951197929,4.1362040751978775,6.855357423165241,3.653513751718222
16,2,5.581234359991593,4.706463290522079,5.753961473908002,2.1227215349203643,6.0973144615291694,5.626609915686685
17,0,2.1479680672688497,2.4311384171959687,7.08676123262549,6.668113979500261,3.0600395751033953,2.4627583486242113
18,3,6.978981855465264,7.647818766968069,6.320249246432761,3.198777732908846,4.744286056756776,5.024594252973803
19,1,3.9824524852754575,2.986601643820798,6.135949989717997,4.981173146353633,2.3807954788407812,6.592500693414969
20,1,5.162676552707962,5.136691933656237,8.530714135642443,2.0338867714666122,3.2510763070572546,4.023162939303032
