T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,7.542360977689441,5.8474762435933005,4.627713519978056,7.538944189164981,7.402893961906249,4.607028992340033,9.882566713641815
2,4,4.669301770515014,5.0194160023364525,6.408054114577738,5.677813113685613,7.1961623168908435,5.267295492016153,2.0672966577752905
3,0,3.6763617672636184,7.48987458904774,5.0996585690118845,2.778731701927988,7.773826788165879,5.859223355423455,7.099961686532748
4,4,8.09419585179975,4.6908273254897335,5.186718703636913,4.268686023862823,3.493805386042904,6.237703509102145,3.0422997176781585
5,4,3.650927555348744,2.701216617180844,2.2180760392659096,4.518363562586798,5.307353494215955,4.23605782570322,8.441378511631175
6,6,5.462095379165136,7.502299870707207,3.837102616310226,6.000216204419001,2.486434200687886,5.462337915416356,6.099991552957218
7,12,6.345216375811151,5.790314865323423,5.462888490736567,10.16493167707263,3.8778517661056506,2.857181901394469,8.121207056239404
8,1,6.021677914648578,7.1774147408645055,5.091528100520537,6.007825802438722,7.784121920371493,2.286877195328498,10.820469355439986
9,4,4.393170078694379,4.766458910913954,4.007789882686713,8.42493805274411,2.8145446550116504,5.268978019550276,10.414084941896965
10,1,3.6383177549186914,7.808066320904018,6.313421235645026,4.020381795380768,2.2481344732787427,6.548995130773554,2.3353148113226054
11,5,2.7471493193891448,6.99335942625235,8.367852473087169,3.1105813143887793,5.246887030844089,9.050703791051765,6.231903239040817
12,2,3.1643990534644733,8.787886864881312,7.791019914719689,7.537582100071754,7.179151109738609,5.076711027032406,7.099237026293156
13,2,4.3864088697750905,3.838250377117654,6.638389980080323,10.860975347941768,3.399064542950896,7.246711545099686,4.21582885322649
14,4,3.434187820341032,2.4444751055977676,6.095039233614207,4.538435627219006,5.244599416405796,7.8252311099032985,5.64912823866098
15,1,3.4521174587135923,3.1576776915079505,2.694226754757568,7.489271702586864,2.761364119081213,4.3525426556318685,3.4345529869200786
16,2,8.255093853281066,2.1446454153321897,4.182181762054297,8.174318778939353,7.043074588506961,6.836688448914161,8.957603181309517
17,2,2.36331489190689,2.424399356275253,3.316181532752354,9.412501644451705,3.495104443026465,7.528673583364067,7.032815075379876
18,3,5.72234808165091,6.033247339297213,4.209374560322921,8.223643181079561,6.100899876466339,8.498684100072186,6.4130512483477355
19,1,3.496731360002108,2.244481498423775,3.4976720479343206,6.38197319701516,7.492867557360946,6.607375900744331,3.4915294271553625
20,1,6.12038760195478,7.031116073363685,2.7462073547272925,8.51562518599134,3.7904072894563345,10.027312503686804,2.3540565578384207
