T,FC,x1,x2,x3,x4,x5
1,6,4.758260218485645,6.135315410830973,3.470335947921174,4.74416018816503,8.315450161302529
2,4,4.176427015565361,4.753283611092235,4.270509912049591,2.009332961586818,5.448036906979156
3,7,3.389076820396502,3.7186232105614847,4.798165246563273,3.65945714272047,5.37214012453601
4,5,3.695323049332232,2.670486706507047,3.6582496448124013,2.5831793694438163,5.308914762280764
5,6,8.623645867641457,2.815684503269175,7.673788064265523,6.107203725251052,8.569873230218883
6,3,3.284554984752,8.516963833187203,8.56084406921325,7.322537939179533,3.0051245341156965
7,1,3.5656457887135193,3.033021486085304,5.367643254214205,6.501609261221511,7.634734994569532
8,4,7.916518523239619,4.17325958408413,8.975785999752727,5.25139219007561,6.013562436449637
9,1,7.559292148323783,4.192856570805763,7.352938718550826,4.120825560383972,2.0116634498752455
10,4,2.8563799080865286,6.186464511737136,6.925082373513763,6.170318557064103,7.658197835005037
11,2,5.567508181116267,4.580537612589358,6.124705055057272,8.023639615123422,3.142524510955946
12,0,5.570126513177543,3.163687759826736,7.450900056184304,5.73974661008631,5.418531044821904
13,1,10.167082476284286,5.461814561912287,5.058079021268555,4.356171217448813,5.904718448969925
14,3,5.877647535506046,7.581914630289942,6.9446059850300905,7.046368576217434,8.474865188173876
15,2,3.4769961307427266,7.343755648213876,4.316929174964923,5.492534541663226,2.128840682375072
16,0,6.351901101816142,7.302824350128493,4.619283738640538,5.919183266777198,5.316304650984186
17,1,7.470468498113805,5.298721414977459,5.354435476074656,3.0458797696338498,3.445089165315879
18,2,6.093110833887538,7.047167624498237,2.7030247605821525,3.495673878337576,4.118959993443914
19,3,11.044040811767765,6.654992732671748,7.361103503064211,4.791680633145228,2.1319599105636704
20,3,5.748309373972572,7.11497726628189,4.7911398146226185,2.795899829068345,7.192828732734918
