T,FC,x1,x2,x3,x4,x5,x6,x7
1,7,9.602002946197436,2.823722922192447,7.119695775448426,3.860021688073269,4.229190076225946,4.687794940473931,3.4630253041255226
2,13,5.413750158143385,2.4910331774214445,4.539437058306995,5.356105072312399,8.503735244885615,6.567571895782705,8.648845679236821
3,4,4.569229197832435,4.942556706788883,8.78624965689428,7.2211182731041506,3.3449416061334127,2.5652779224600177,3.460049567876724
4,9,6.558218799311408,5.41008677946706,5.888919633926783,7.009547358224021,7.765016283199248,4.377173490602502,5.283342678991456
5,7,6.076257315806955,7.597572710227491,2.670795077286683,8.730204057090097,5.098838607589899,4.998725874317057,10.357374436660944
6,5,9.816886502090313,8.634042714996891,3.8871859900459533,3.123934978180357,5.984217322968774,6.1057117476657154,2.826684657522496
7,7,2.3419250951685298,5.074616199517332,7.1930436460582605,7.077377567936411,5.922315316639075,4.498997923035983,7.34272744082112
8,1,3.3194258034127735,4.3032398735434025,6.498485277625604,4.6523598958080274,5.063468010424084,2.1200765187010573,7.952498084343786
9,4,3.3095920581733633,8.120163920005018,5.201090119544889,7.559408918833962,3.327532857880874,3.494234249790993,7.587091137144024
10,4,7.299356167639198,4.909590122055631,4.265994527067375,9.462286250277344,5.349717504207618,7.315624624009876,7.363628106670944
11,4,3.303549097016427,3.4503707488341755,4.346380865734084,6.3334551122408875,8.484283461690696,6.812538854499289,2.125284167002131
12,2,2.6852137048587768,9.009369336817183,5.602184289631101,6.283424059693848,2.185873921987272,6.654728800383099,8.01232970407281
13,0,7.027323481070554,8.610330275764408,5.813054540747885,2.6997717333053775,5.3165031178861595,2.446281296649085,7.034798728447895
14,2,2.895102512383824,4.714248227009207,3.5990890147802572,6.394000779569264,2.6842709745728404,5.77750047401899,6.5870265991627175
15,1,6.544639324457072,3.732202179180464,2.0043839743463128,5.439869056447009,4.191485266029347,6.088609968129519,6.87396835842252
16,1,6.046341209275699,7.114957883025446,4.904763416619991,2.9663955815108674,2.7477337386647953,8.723163196275905,5.21926940693395
17,0,4.8091090803505345,7.8794989654137835,6.0885498923335915,3.261607733309716,6.889689535067877,7.080061907580786,3.3511271309274107
18,0,4.708806950989709,4.90441909016448,6.3653906987893665,6.707076910806976,6.191015462315495,2.179190384449246,3.126911833368266
19,0,3.9196719130564848,5.934419232103472,5.090789739084413,4.346310930530572,7.4373542586648265,3.173723274228416,5.0283705447322635
20,0,8.040493731347729,3.40695724420849,3.2723566730910214,6.6324580907537,6.776650240738063,4.08460953621816,3.147794491329383
