T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,7,2.168929098782806,5.789838014012391,7.113822938303296,5.060772490900835,5.101346569673655,6.929925683691914,2.913720212064019,7.565779015142946,7.549757916845783
2,2,9.116751275894856,4.5720192615704836,4.160703374229928,4.2779351778766745,5.039497006250744,5.972577948439916,4.229768272133114,3.406847456651735,7.135474402743827
3,4,5.0406776154905915,4.645513712352528,3.326097837705506,2.0623002276347813,4.273533695878928,6.906492507660886,6.022125940240094,3.0783280515710434,2.4176478623080166
4,5,6.969677923934628,6.380104733324585,6.207541331350382,3.43197514471798,2.0820333515196694,3.6165313531378196,7.684881378850354,7.693753955222662,5.761555804352157
5,5,8.030209240342643,3.5063763339382077,5.915871260234146,5.570009992877033,3.7363430667417656,6.233574724123912,8.654082440985821,3.30239261500537,5.243240052588165
6,2,5.473745635501039,6.5432649224573805,5.5301624062066566,7.430547937590789,3.6334703675166704,3.8074952968465086,6.1398047029924765,9.622637817202413,8.350778838984649
7,6,5.037582618993012,6.082154495815232,7.601010800348533,6.1132192330301525,3.0951022244244033,5.563727121258969,7.475509644790172,7.241447332450294,4.084441823848379
8,7,6.9701896723994485,7.219209640739489,9.047750183370127,2.4094114384020178,6.850449591420852,12.611112325314721,4.007401483080902,2.20065541082936,2.4105927042025654
9,4,5.562611952628768,2.306096943403261,7.061840811112629,4.226311775090189,5.23801079539406,8.409942329391512,4.838060852909705,4.544176580455877,4.077098778464625
10,2,6.882301409505536,3.7871399959896825,3.2143822887408566,2.094930669320824,6.26490056677397,6.32730679051851,5.327183341719647,4.474444357517878,7.199449473951921
11,2,5.511029619766514,4.837024221560238,4.846448667834757,7.592244274312547,2.0237921912763452,7.8806844183175215,4.653461630471603,6.971450593857889,4.109006945785232
12,4,7.5246126194389165,7.9708678493164875,5.2145557774796405,4.251372500124463,8.772869462952332,4.318932677371957,8.177590852836548,10.27800696765094,2.793967799289732
13,4,8.736283059665407,5.743750539064754,5.257620251667888,3.5453442819440744,6.146236518513952,3.0062299165262294,7.384409303011687,8.525813419693954,8.584441484072748
14,1,2.0556220184897303,9.649996936420097,6.743722334910035,5.255459674166628,6.189258795117213,5.240207380756503,5.967641197893285,6.740790263908124,3.640553320085816
15,2,5.668649581503027,7.026774138390146,7.6806956169613665,6.690954649207267,4.283096206731078,2.981735273983137,5.688506239293062,6.586526509717026,2.6983427280372725
16,3,3.616208909360775,6.9233966955625315,6.1580834692800845,6.90963295513609,5.5684616240395695,2.7203716609578157,2.702376276556845,10.023010152175452,2.973100509392795
17,1,8.135715348219577,4.108585007877099,7.335741309803881,2.467341885674071,7.319722323900596,3.6342321053689166,9.543342018678999,7.023183258499476,2.174169822068434
18,2,5.152565703711339,2.4529074980051897,3.827312156325474,5.66965243018201,3.181128756095678,7.574294740879913,2.4538424713555167,7.204322660146486,3.4892096372210477
19,3,3.96392269079785,6.2034155596224,8.902731128839937,3.2805508368290583,3.0980717238620916,8.313194096162599,6.593541988112926,11.395304279574567,3.9969230148232464
20,3,9.422574293000274,3.6150181216580943,3.4509198103039314,7.315075512287932,5.629217244825493,6.243594308728443,4.441218340272735,8.280704717768538,4.209288472672066
