T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,6,4.525436984823915,2.193958027697639,7.797193173191302,7.40677181271534,5.069442926483948,6.959747287491552,4.12632634398915,3.4497508933830696,7.208992649206884
2,7,9.838070586874608,2.8048671302182187,7.32119022838417,7.935598705767719,9.14797427031303,5.865405748111728,4.8160743769275,7.819263032488994,3.2975439736298835
3,10,5.6690124690428245,4.276817011880092,7.173106505898236,3.029711297736709,5.751180139261732,2.927978828943168,3.6313782845373885,8.200906472986484,4.340692926951674
4,9,6.326174846830408,8.45192930846321,7.28035558831671,2.5880966671470804,6.1966014410615475,7.470289583446923,5.432836781546085,4.083975801273233,7.437813474692141
5,5,7.669676409834395,8.359537552583674,4.206551716534028,4.216295235569778,7.552381786207335,5.278138871920378,6.531252808783094,7.959912583826688,2.3319108315758315
6,9,7.287359794397516,7.8545202585665646,12.522004026575631,7.207415521340113,5.176948076150777,7.072777648200152,7.1858069267598275,7.201871788299808,2.303149466746764
7,10,6.538199977174639,5.006697728970257,5.855784148904062,3.4239190296916338,7.210746117397218,4.774038630427717,5.605077793925853,7.016834885128617,4.096438919907781
8,5,3.1250715275474805,4.803532261892584,4.146560085415989,7.092233034590991,8.844937172956678,5.078631089919465,6.244301500672812,4.094217119035964,7.1019728178261055
9,6,5.7587547182084,3.6902416801248026,4.038600797954853,6.561584579047436,3.185002602268266,7.735047007709927,5.474613882041794,7.2953322672700835,3.142931075502382
10,2,7.9256467268712605,6.182183964548515,5.411353892659916,7.32655737576514,4.259879198210546,3.6871251312542137,4.278784593540851,5.774942917645427,7.475821183437035
11,0,7.903868981686042,5.503464711251221,10.533932412054565,5.186482711682958,3.4173668473808827,7.520467813524792,7.94332162001963,7.628937002326077,5.192065759244213
12,2,6.870736170353868,2.5121423223670982,4.289881899406539,2.2695142800781944,6.554344706182167,2.876256021181491,4.9036509227111065,3.5730568954438784,5.011153309611256
13,2,8.623689295829251,6.341746397197933,5.417831726199134,6.654410759646335,3.9845092009130076,7.926892156859293,7.499590665354442,2.9535365874138546,8.22557792057924
14,2,2.22303587737867,3.6779431166196197,7.499461836704201,8.109534272193756,5.869753283598722,5.522645314912182,3.4250797435255755,5.640928976010308,5.549133580470148
15,0,2.0973093608224773,2.422367679106054,8.084610335160686,5.546400374524223,4.230622030589926,6.59099672616821,9.307731780264195,7.757224305425392,7.109145065355626
16,0,7.206509251777561,2.0435474595365357,3.143894414666838,8.875457359584328,8.14899552492962,4.967923410335658,6.732501763256623,5.309473872451066,7.090065596898072
17,0,4.789501758279126,4.9626309602785525,3.9469509471131823,5.317582117547492,8.21364204329125,8.084897153840542,2.546668649779691,10.329641986322072,4.068103057113345
18,0,4.308804764236589,7.088062546644637,3.866285452967994,4.633397807867016,8.209728708937634,3.551224547539912,3.165230196643474,7.3877449675872695,6.038878842393744
19,1,2.6003269868274255,5.451316649527381,2.736093757102516,5.144325763183546,4.68703248131875,5.627959583581548,4.630223317198027,7.17389488125787,4.719161637810457
20,1,4.01776566469953,6.1776727539865295,6.359610944188581,6.230717751960113,6.395520413556741,3.1333725624487028,4.888076134405513,8.054615737866069,5.575462634460434
