T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,5.034293716688502,8.511764028039115,8.59524522582832,2.1484628922740385,7.027368724619907,3.1581950875606437,8.034724789608653
2,1,6.399215774205657,4.157679328806014,4.101079872016867,7.980512652806958,3.0405143364257214,7.93336912989407,7.005922234673062
3,3,2.2031068034538044,4.1884242693177045,6.087651759881737,8.43917835521863,2.823780151593671,4.77666892630932,4.142229795632925
4,3,5.516470000745754,4.071325231613478,4.438642493113704,7.107925826074496,3.010303077814411,4.155863434060469,4.751974422662972
5,1,3.1848280292687328,5.583222908421385,4.851646610670109,4.172803729188291,3.345287346413094,2.016252923451936,4.815387026076731
6,5,4.51068189781598,7.476891811460519,2.0968349317206725,3.038247357240129,6.455686454203878,6.473909386844596,6.455369233883264
7,4,5.465943759448327,8.146471889329284,4.979629598149817,6.982416531254748,3.6467550073520423,3.329350407218186,5.220987362544947
8,6,11.432867740568025,4.402234196612068,5.319537788878126,3.4559542548766347,6.59089445607246,2.6027602762680946,4.9554259092610735
9,3,2.2293980423615967,6.599272185988012,2.585096133633221,8.87786874752445,6.860139874838656,7.556628102374221,3.853933599348615
10,3,7.392165430372383,6.344997431433722,7.140606077019969,4.315423122368,8.160561415790006,3.829150693755306,4.800139641448829
11,2,4.405318522367175,7.263101564038499,5.657946312541289,3.0448964274713206,2.299439522653902,5.966502476030431,3.1097328625122302
12,3,6.474806804422032,5.066553957158215,6.146692459832976,5.394271481440746,5.565838077329732,4.379559737775015,2.663422373278943
13,5,6.040378098365311,8.744624907169857,3.4046068934729563,7.5119973330695435,5.116379821718875,8.93714025425793,5.932680890039938
14,3,7.334985718269084,3.117803531230121,7.307669579312234,6.327114677609419,7.906108393641929,5.831004589671466,7.270573734817489
15,4,3.8774473079485197,3.809665117508798,8.74874821070451,7.334786378456635,3.089237472823961,2.2874622751652347,6.126457745617902
16,1,7.055884924342967,7.022810744230793,6.2860597523307025,8.238464722897657,5.059114639092098,4.056825678368675,4.4848699176756135
17,1,7.267670059011061,5.765948235797581,6.953514521479398,2.474607811030811,5.560833594547463,6.965821620594809,3.0354777435197704
18,4,3.967591030665356,6.178105389449012,6.310648558444248,7.57745455937873,6.088874941700414,4.24923699386368,7.433737515045073
19,0,6.439105520963528,4.261900193798091,3.599700028614273,3.9118300556741747,4.3276409597923795,2.0602342064305255,6.822237018362592
20,2,7.703687455642765,5.392281603998264,4.429174387309128,2.5546431660466427,6.639533679931531,8.444423666385694,5.816417634220626
