T,FC,x1,x2,x3,x4,x5
1,1,5.168993834816629,6.367115963866702,7.316147386264777,3.0628320069195003,3.644698658968454
2,3,5.91491822123653,5.289391040301449,7.3952240465611885,5.1744946460461705,6.395971235744461
3,7,7.595732393063484,4.033673126066486,4.733270341005642,2.387418374020065,2.2816257733054757
4,8,4.108099579700953,5.574703143667491,6.852152277698871,6.3796467274232365,5.244957167790045
5,6,6.262320508122522,4.959832084530527,8.288339252967228,5.1783765144779945,2.0925462237976666
6,1,4.002881356136826,2.1283580899843058,7.157475033125748,6.601232594229155,2.3555526259945467
7,7,6.052758187043923,7.314730090700353,6.282899216180712,9.59593729431014,5.237003379655
8,5,8.750798744852688,6.3053364698524,5.12080078498545,9.515483783395622,8.400625205769016
9,8,4.09735498212989,6.107522832236291,6.250731599900215,7.240887087787398,14.930455995532302
10,4,2.1265851304663785,8.00080529495337,7.098975572316161,7.03897082018785,6.439298528786182
11,2,2.0353383495807713,2.790119059432552,6.093492728422257,3.148624946947313,6.276437284460535
12,2,4.284009131931202,4.144546002092205,8.227241369389874,3.140603089007491,8.830821876337424
13,5,9.119203242166378,2.419009317585862,7.823897106614877,4.141046606450663,6.64871483162576
14,2,4.32708116999688,3.3365041550891634,6.1417718962601064,7.099817629086855,7.2463978981425745
15,3,2.418732540757783,4.110427337562379,4.244627725762723,6.5210298850734265,10.63177665815979
16,2,5.378178298684669,8.210437304029496,4.382997072073806,6.777896466223265,6.249948214004743
17,3,6.800616477402347,10.587590881609295,3.2442838323597263,11.423190912911577,2.76903639708765
18,0,4.111634806569377,4.777785204647324,8.132333042914901,6.001283616728371,3.3647191749734833
19,0,10.249616020140127,5.927398612810141,8.931742854451068,4.26791105473032,2.330029793873215
20,1,6.935434292983388,2.6772688888174567,4.318304705689537,4.191862223359153,8.407818166473266
