T,FC,x1,x2,x3,x4
1,0,2.7715911631794126,7.253184145235486,3.793993026785783,6.736381890730528
2,1,4.10945558279621,5.2021736366724864,7.8329261880514025,7.077499041032234
3,2,7.665849415019101,3.4471741797375253,7.60428301350026,5.292254735839994
4,3,6.43456075543005,7.121086180302716,4.479203230726441,2.5586080644206373
5,5,2.4540998928988285,6.021364684237879,5.8216341113847,7.292644288411003
6,2,5.558545506944816,7.259680617239938,6.693343874153374,5.233390620422421
7,2,2.3001473589634758,6.874856244740947,3.1983422119104197,6.311031958375593
8,1,2.7829342296807944,8.222883041507469,2.689968881696462,7.854315247517322
9,2,3.4741117425142107,6.022576836674902,7.684577362661391,6.427495543193498
10,2,7.149929518754944,6.812262202079188,7.380314560268923,2.899532153385862
11,4,5.112398020661046,5.001483949468742,2.3706400848733438,6.973759455238982
12,3,5.288672363815911,6.2594575001635215,6.7025003124259825,6.591764798624028
13,3,5.339181527676,6.015286727438687,4.666628778756671,8.022674196010898
14,0,4.86422484857093,3.3982897339486904,8.179976557613852,6.117925878618273
15,2,3.5149676909238856,5.254069947145856,5.255413576775691,6.927415457758173
16,5,7.983033375309749,6.250032658885068,3.8554663289628364,2.082317328367293
17,3,7.128071806673561,6.189230941274256,7.440583019849831,8.719853297927997
18,2,3.0377311221009937,3.661482251719508,5.604533212878841,6.638518808836391
19,1,4.789182233806971,6.052512577611103,8.457090764889063,5.722777101797989
20,0,7.301921567663388,4.456495217177226,5.177761302327628,2.57990262267393
