T,FC,x1,x2
1,4,7.094693593540104,4.241637669465883
2,7,7.99958346979037,4.530476160823406
3,1,7.069983248058614,3.6641632818127237
4,1,6.1829922899048535,5.419163078249342
5,3,5.367660946025927,3.7355393193212545
6,2,8.035177718921094,4.224283024960153
7,3,7.489076188497181,2.242314521496217
8,1,5.8824620226332,3.990884386320616
9,4,3.238224920454977,3.7401795400478455
10,1,2.754726822283809,4.997560518665187
11,4,6.811226174142038,3.1611786586851833
12,1,6.382114454622758,8.213682859884479
13,0,6.338492986829796,2.967656971950927
14,5,5.720358402181282,3.9149981680181076
15,2,8.765273048125508,6.603729402312495
16,2,2.494726657990436,9.04736778720125
17,2,6.983437031092217,2.858754777326227
18,0,3.462653944169446,5.4828065312317005
19,0,6.320240452769318,3.2306250444257536
20,4,7.74933339481862,4.579812437346362
