T,FC,x1,x2,x3,x4
1,4,3.239815086425622,4.282128742533097,4.645388351318045,6.017650249680413
2,2,7.640384613083965,5.67916976182315,5.362402865178406,3.592820885854264
3,4,4.134574526082341,7.229499879307447,5.091431826955868,2.037131324614598
4,4,2.1646878987943095,7.231290744101032,9.321412406693758,7.0343292900703664
5,6,6.917820910679443,6.763667531673315,8.123923625337797,6.941171939289358
6,6,5.223491877667037,9.05378125073869,4.650697070144668,5.206364343941483
7,2,6.447913156138197,5.257537574293182,4.0524231196404195,8.708250073899421
8,5,6.072329565237676,3.2123776317579127,6.677230986541264,3.3109131015068005
9,4,5.700124497529058,5.252619864424346,4.284699770967974,2.604132712505317
10,1,3.079237337086949,6.994957229640136,8.554955159566514,7.511338856196947
11,3,3.4457228672423224,6.0398773560515435,8.361231143988961,7.067146610686848
12,5,5.471539004891211,2.2758226768104373,6.187246702898268,7.291730668361218
13,6,5.118196170686691,8.505926408741733,6.789557582647052,7.556521531365241
14,3,2.330093573604392,7.154101193803926,4.166484415235571,2.0860126278988287
15,3,6.671895292131924,4.106190847245252,5.129980263702489,8.354002815655337
16,2,7.395105599608163,6.76441772976468,2.2206963029035984,6.71831595069008
17,2,7.221059393771869,2.0013698799199733,6.430015461626945,6.401971367867015
18,3,3.219326328756859,3.922831252878626,3.673960285876041,4.131449193705453
19,0,2.41673736074487,7.295620335076356,6.013619259267033,3.4130898536629872
20,4,5.315960509030833,5.090423575475893,6.104573564752434,6.079021918197167
