T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,8,9.148109662384032,7.042318236709402,7.246014061297866,6.717198484155357,6.957279796228618,5.063280702547419,4.194717506105711,7.091191876695997,7.185438171738583,8.796359033514806
2,4,4.324727671723044,5.481554942802996,5.65917284650048,5.842355246857206,5.8460576729359115,10.363617885513047,6.731631310488062,5.330124753434561,3.3681606614550046,5.811171850357537
3,3,4.437651367819612,7.033343626129199,6.596939790714289,5.8721386781224405,3.334925125056948,4.813667637616893,5.380344430246289,4.9600647555642885,5.00749985325581,6.452143516934419
4,2,9.091946980294196,6.353628937497168,5.819720486082255,5.651418720636258,6.915966000802826,6.922421566383148,5.469909654842976,3.111972579568846,4.406121997148004,2.1169672530337253
5,3,4.20643934247748,5.042789904432488,8.208286188520171,5.009616399881434,4.2581960778229355,7.146180126880848,2.9443638906128027,5.526978843123278,4.66262344117466,5.259707478021396
6,4,6.37684087867931,5.546640640927518,9.070975047928247,7.323147598835793,2.7879837257673854,5.617140935773371,4.1637115938149565,2.77308952839162,5.075202296884521,2.909245764922936
7,2,4.102087562206731,7.27967152056654,3.2183101259329505,8.320490275116432,10.694193057951276,7.464811679322289,5.356223282139835,2.097356636640262,5.631580719866254,3.5367841938676565
8,0,2.083987559360193,5.55131736257086,3.845884199390235,7.164541065525301,6.071830359844342,6.036713076608566,7.899122138287509,5.8058932736011535,2.927420022290824,4.197173654648802
9,3,4.697648998325956,6.4373031934971126,6.906677853092096,3.8420417101729187,4.944643124779028,3.1531414970287197,3.7489058411344827,2.500412107552241,3.6133724731182726,7.365255387453045
10,6,6.2190209870698,3.313037231284091,4.283206063909311,5.132578146160205,7.488374593124869,6.896117051434585,7.435936505308965,7.4784866971497905,2.0128295613993514,7.13388933376954
11,0,5.235183934688967,8.739746990650834,8.467814406149374,5.86471232204123,4.977185154841401,5.428478773226331,5.2076044089406635,3.3970101800688477,9.377682860422361,4.231086611010045
12,0,7.750163575238082,4.355900596286624,5.349645442580052,9.4218725691943,3.4519086476248475,2.0290678177656063,4.667850043310729,2.11259723005379,7.183317097548745,5.136532597615271
13,2,3.3271591196639116,7.950071735218215,5.556189479951797,3.298821592863483,4.303945818351749,5.907041148540868,6.391845660431484,2.893922399140566,5.161581589269323,6.4361124480613165
14,5,8.634535164551163,6.700630657818086,5.558721210537232,6.376961591130794,7.5187435203038495,3.0970765928720994,3.8038217795997675,9.315701129793545,6.66135143401643,7.285446784364595
15,4,6.657585572892962,3.1935822148662103,12.59585075738246,7.892352834373285,6.054041363817716,5.677442003237086,7.21466245384828,2.1188432334062615,4.633024600967776,4.969606838093149
16,2,3.59264941475768,7.459650254380884,4.112642502805789,7.511956322169979,5.125303493138659,6.026482989228272,7.289355720759502,4.202757944927312,5.712149167797485,4.148874503041419
17,0,3.6500762021148145,3.171952162758417,7.287280354964496,6.528520664564424,4.067775226531456,3.884782771263425,9.600900796493342,5.069867380950763,4.113142500809358,3.771513979765414
18,4,7.666883537439544,7.074421522530805,5.517960798828874,3.0238174558282256,8.864886547384756,5.186332769796984,5.973209619215501,5.3094301361635425,3.5653311525388016,5.6256183785363305
19,2,7.249775438718101,2.8271457699319567,4.020315406671935,7.017198918950854,8.063394847967137,2.1325552683418136,2.0769522975381265,7.035075340505565,5.20126582231182,7.059196706636599
20,0,2.0377233093170957,4.319304954030634,9.761742154720684,2.5207086308626456,4.584129769985637,6.169294579775004,6.1701951601957195,7.058867980769917,6.671161733785427,4.205727368777597
