T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,3,8.038736946658673,5.995646416285284,6.39219693000721,4.10221032616668,5.703024387376865,5.186433153960252,2.456581026620889,7.128607928308207,5.557957756750446
2,97,7.12612154713798,6.459648276858453,5.953910072195075,4.371381758597305,2.8080581485130987,4.164570155088882,7.954574613664015,3.54194703683401,3.377909232206458
3,7,5.569179852113864,5.154989535103577,8.473786663900132,6.371768981184564,6.77130059351792,2.0132073727441027,7.259026479888207,4.344820403529049,8.798317709294308
4,0,3.3912753823804067,8.053976196886548,6.830122594039659,8.023101404724507,5.169336907461414,3.4695741191088483,6.258774298328348,9.427505814415934,7.573864600209432
5,0,4.891436973748006,2.671083617721784,5.684016650728512,6.460998914374783,5.431307084502507,8.509652089118912,4.947350934296894,5.198250545183216,5.156824080134304
6,0,2.493968811553585,3.580925756246567,7.196371397042193,4.898516164030932,5.321296875781285,7.166092752218605,7.551966297953443,4.517250615444832,6.785537780125553
7,0,3.185635759019095,7.417851185903791,8.163832013038501,9.550949010041133,4.034449648340259,8.688842698782661,5.376948902708102,4.365573708824887,6.0971595141215325
8,0,7.299213460523985,4.226186133993558,3.3660455296138037,3.698272812416066,4.742751412473214,2.2742299591721107,3.9094471286766064,7.933309819275474,4.535027433349072
9,0,7.167538360327518,2.478931898352281,2.771124257712936,3.257212075220574,3.436045473979868,6.376064349488038,5.543218667945179,3.1128768260790656,6.555951507029595
10,0,7.376753111695878,3.662589004991812,9.041001479657623,4.303913692220695,5.433960722212051,5.470607743420167,6.3594487061493865,3.734950454594809,9.080500719892221
11,0,7.930047183343592,3.364165121986285,3.6041045386897768,6.306943023542982,4.228857581448647,7.228052728135811,3.1291014448070626,5.2211726232215385,3.425086253512704
12,0,7.155903189434854,5.315166360742134,5.228974935580948,3.8413748964592065,2.988113331571567,7.480224875067764,5.655143163442548,6.615268966177284,2.7883296927521335
13,0,5.426761362515515,7.405132879014314,6.023274737871638,7.059308648812435,4.57732409047331,7.431339363450647,6.741558237441332,3.8665089035083877,6.18849924446249
14,0,7.4287382475253,8.532944656386377,7.517123325124432,7.097100118480515,4.185472994709928,7.054338000992133,3.728742729516486,7.190552554684266,6.084767415974538
15,0,6.345632010315557,2.1180200149765946,6.138821119430363,2.450475321198105,5.939979134997319,4.367296182629399,6.419545921385404,6.805787549117017,5.172204410326391
16,0,4.050424978812017,4.185391009248268,3.4095943657095726,5.4969077135788424,5.745331697303211,8.031425738067528,4.938585766841434,5.525154724840384,7.069028314205829
17,0,2.258936738927514,3.1295994678139305,7.18167027540836,6.312370117092959,6.058432000464563,7.352366433877338,6.637695603892579,7.011071910014766,3.7213199892731303
18,0,7.583435873119216,5.554675038741378,3.85970348723692,4.7248590095746765,6.633583838683627,6.004921663975997,8.99116349875309,4.27588378582165,3.990024175852792
19,0,7.867161131725025,7.469099601888476,8.130904079760112,7.368997291222618,7.051556949455387,2.581010990570663,3.475277654125832,3.4727942787105066,7.600401477486714
20,0,7.487022448325234,5.036358795117283,6.13897500489402,9.215627354493272,4.2393630596214855,2.601274901666435,5.029667699836859,2.3053110088452016,7.324540315787685
