T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,6,7.109118513208326,6.115613054540299,6.130726654269077,4.5649550334246385,5.062166919237952,4.075587366035327,5.566508534520969,6.87540916196011,6.147966108707355,5.858747012890311
2,110,6.450029802288945,5.289725777733576,4.648436854084223,4.209606539561202,7.878407960338395,2.1626071318032354,7.964129391268033,8.445085189824004,7.217239923617156,3.506342418621288
3,0,8.43635380754707,3.46540145665108,4.784435224138455,8.548413139634029,3.2470198358463547,3.544988496562161,2.2411986945258855,2.029339191795104,8.257919395381416,4.545051953556114
4,0,5.915540796369576,5.1158679780819805,3.0242345329338463,5.413804545698949,5.569161382345729,6.133373156142881,6.962387027364612,4.393494666504474,7.030721270505157,5.187310361402462
5,0,3.5115496786793514,6.030792653916001,4.031105255297348,4.088241725654853,8.364262627631424,6.491487807444695,6.616828554141368,3.167789159268022,5.153855936374282,5.923445538074108
6,0,3.797161868842036,7.676426549148884,3.002938909710863,4.337599266513111,6.225653335875866,6.677846601937528,2.3821906592761772,5.522041428528413,3.6158803434919142,7.0926377053088325
7,0,6.719163513951561,6.20099853970192,9.099534167809683,6.013206799965322,7.978791640037805,7.258835765442595,4.014696775780913,4.471654883662513,5.300684859645673,3.677330611728964
8,0,3.593730115075867,3.125308259701888,3.540349988907737,4.101852067831023,7.657488371042831,2.721847928294162,5.745117060918181,5.02568078974075,4.782463926137837,2.6926237808295577
9,0,5.720918211771311,6.029109048630358,4.636772987592087,6.590607657339246,3.2351659091784035,4.354993107481739,5.673676836556803,4.23045439130775,3.493174677039963,7.557722852370917
10,0,5.751927505207878,2.3328158768597507,5.377212572728273,2.1465039057724282,7.2835329293007085,5.811403267456573,3.9847741559576892,7.552211374072588,6.699033453913005,2.2665494618677946
11,0,6.042173099674278,7.6333392839164365,4.684524323152678,3.5044104546188253,5.122597575248486,4.505521201207991,3.0540453103596144,7.151055237477832,3.5779959221106528,5.8500802808797445
12,0,8.419528602995747,5.12564979032958,7.68317383158272,6.525121339464366,3.483700052809347,3.2104847496978617,7.093628077622732,7.065806520619637,6.249217304600429,5.962317945576019
13,0,2.2983393375176044,5.584304792587514,7.092359373490123,6.329337322608531,6.96373533210469,8.693665471508037,4.594010161025685,7.265335185639781,7.989208026183819,6.1981550568670025
14,0,7.294221833155882,3.6213746643244002,7.647284872092047,6.524652539186386,7.061043638506407,12.910787858478024,4.132563559048923,7.469404112161643,5.455196086301897,2.8866920596904286
15,0,2.1605806696233656,7.5952510484982225,6.223388590135097,5.217038172614729,4.021055953786459,2.3312772817442196,2.2249825966247316,3.319828054676628,6.312484723650084,2.1107961664198083
16,0,5.390980502928882,9.32274778742521,5.539710300742506,6.732098185491833,7.120314562973413,2.663796644752273,3.5146219160638577,2.425995792183691,4.564887631570855,2.063912126191547
17,0,3.1418179287229964,5.940956541871133,5.1160364154649,5.568178037691246,5.64813767064704,6.251775812103685,2.8605500732812685,5.56339315549373,3.76686855413607,4.565267348360688
18,0,5.611119554825345,3.5323530080938212,3.6247695472203003,2.0826430801404436,3.1461759055173077,4.242712646109575,8.847015637426129,5.959117575565177,6.804546665658392,10.297772737939049
19,0,6.943251503848552,5.490702909189341,2.4952014726076794,5.231275931620324,7.348024321488914,2.1244274479290275,5.357971328519769,3.384218590409568,9.053129281434666,9.735300721855463
20,0,6.8346329476144,5.479159842387785,3.05369642681429,8.086443043023904,5.5398420003773,4.175377315733017,6.4671519730237295,2.626008572417902,4.214268804069117,3.2117183073578848
