T,FC,x1,x2,x3,x4
1,0,8.305231632404004,6.022106109143547,2.1113345462076465,3.747468680721273
2,97,6.087781976910882,10.598396910771392,6.764085458178539,5.052747590691668
3,22,4.56119785236701,3.4094857256139113,6.193406632639796,8.04786685568056
4,3,4.343491399853706,7.060068465415959,3.349459571635246,7.710665991649835
5,1,7.507254699654079,7.439145044065377,4.013609724440776,6.686165804530763
6,0,5.539271992651293,6.019174298969236,7.846064556677909,2.2938453680807713
7,0,3.910442555348909,4.567053477489661,7.030154683288959,2.545466672130705
8,0,4.247968006147262,8.202963129937984,5.426189270152003,5.550506674351113
9,0,7.141530349030325,2.1830282953474303,7.460362163619305,2.249635731450481
10,0,7.939151187412941,4.553069039007957,7.765606914038041,4.007554265898941
11,0,5.346575275136968,7.290916239388,4.774318888339637,7.345414180719366
12,0,3.1647216865452505,8.602512218165401,2.978107551921143,3.4491314729838507
13,0,4.46715395047758,8.88946045433965,6.372820566907819,4.416402737021966
14,0,2.2995251485613957,7.1639282456280196,2.2737684318521922,8.433625565381643
15,0,3.62971737682573,7.803314081432451,4.016118466872081,8.08089622283536
16,0,4.948012472482699,4.662286991586778,3.3702650004138666,2.540292992528556
17,0,7.231354887446972,4.151939453162843,9.649650277429444,7.445702223277803
18,0,5.151377987913524,4.60229803387207,5.5251975298554745,2.0114734878538525
19,0,6.034212021442425,5.269248711886797,4.373080791544178,5.272624015342326
20,0,8.018772832311232,5.3293614509574985,4.600728860281313,8.123061055984286
