T,FC,x1,x2,x3,x4,x5,x6
1,0,7.290417915505566,4.995253946379897,3.4248422980766526,2.7348309014215695,8.332974134188422,5.11901264554876
2,2,4.303463518860773,5.132829758134877,5.41773768466226,5.623525371000357,6.448053715358621,6.8481225629033515
3,3,5.041656633597212,5.132333616757485,6.231641494008066,6.561654474647491,4.197085106577349,7.457187179798499
4,5,6.54027441162874,2.1938849785106775,6.321286925268665,4.42277848121954,5.436078725006502,7.112553914712517
5,5,5.574942629797942,4.082042680269,5.290521490808523,5.571119765610878,7.0405066596457155,7.090168063159017
6,9,7.112371270477296,5.56984967295886,4.874086757664571,3.368871189733976,3.8509038544961216,3.3481584924801275
7,6,2.1830281075407343,7.428251758970714,8.416739062247908,7.256445563487663,2.089593699988692,2.2400164446456543
8,5,5.454770008286335,5.35186217692783,8.10348042795567,7.080821683892068,5.1453096569564325,3.824620244401367
9,4,7.3380651969107955,5.10215108893807,7.1590617057510055,7.875318106762661,7.1606421975046315,7.586931060900466
10,5,7.022069770628565,3.178321575742961,6.638473844158343,7.7160297729246965,5.856442851075334,6.097182325311991
11,6,2.52765693295065,4.016771453920916,8.012733300169385,5.110856754351018,7.107157406933366,3.326369979084098
12,2,7.307182452956043,8.869185234912624,4.194259689221278,3.815491886373729,5.457782917306782,6.050478772193822
13,4,7.189649831021619,3.38686167581648,5.069989805525911,4.846496564384586,3.0077544772435267,8.040230962547355
14,2,2.5402956123414,8.297523964349173,4.417503389458161,3.8170924936249495,7.876917267922931,7.564715067648908
15,2,5.560404125850242,8.523521339665088,4.228969962851741,5.754332382720672,9.08849903751447,6.181691010321806
16,3,4.8375948853836945,6.127484891138891,4.633804722902662,7.792057091599272,5.945205647800105,6.289140751183782
17,1,2.049810839084544,5.7677060390708075,4.335507849537496,5.093018135190239,6.077973624491674,7.493774301634286
18,1,4.764880340022301,2.2887583921962396,3.5329991147786495,6.61751232418785,5.576474227358321,2.006414982012231
19,0,3.4010365643866547,3.1492057188051144,2.732278013768086,3.3579223638191977,4.5119977907415425,3.324957262952376
20,2,3.627766068846376,7.280627882445931,6.010034110892427,9.112466874028051,7.366501088470006,2.4019322927071123
