T,FC,x1,x2
1,0,7.746656864813721,4.03064572204009
2,4,2.7108225411695868,7.481341990625903
3,4,7.268548367390846,6.289733026950923
4,1,6.303828214266877,4.180580362634718
5,3,7.507258121436372,3.2058207522993274
6,4,6.871442158618169,5.085685001656524
7,4,4.662620536133271,6.724826344504944
8,7,4.167287205126577,3.616425330610098
9,5,5.0167981594584505,6.701249269117259
10,4,5.537749880090217,4.142712292450302
11,3,4.850824328604303,6.285745264921504
12,1,7.716869617413347,7.35697532698883
13,1,6.681269186970238,2.4165604723338765
14,4,8.802578700279042,5.187479481048328
15,5,6.854803032710496,10.154229066289151
16,2,4.154773364054826,6.799725998707209
17,4,2.4056317318830227,7.224827405126945
18,5,7.670170805837751,5.05061730057242
19,1,7.831379843461386,5.258809720229861
20,0,4.629867352878759,3.0777791118414184
