T,FC,x1,x2,x3,x4
1,0,8.518320428835771,2.262509191762826,5.9006196660112495,5.1759535291270335
2,0,3.141434833852369,5.532971178649782,3.128124252974092,2.3898826365220884
3,1,2.275544885132417,8.422008027519993,2.3343690326847386,3.191027666292581
4,4,6.16747184878637,6.211687577131732,7.63959173799871,10.046443915740785
5,1,2.4133481829905112,9.956465481217572,4.078579961876416,6.2756207960587
6,4,5.742901015845767,6.151091883398579,4.7466644848729205,2.086344627079334
7,6,6.978481263066647,6.774975821197887,8.829110931197443,9.08718839683456
8,10,5.144156448323548,7.9112160216840035,2.669714080903807,8.789378543205592
9,1,5.140790981136183,6.3660133187410395,5.457020380714975,6.1016471585343925
10,4,8.364014361665697,3.3382962035136936,7.468366545583356,3.15451339176115
11,4,6.739362626220961,6.034731951197756,9.226873867348232,6.0752475190623745
12,4,5.294416809882276,7.292634425340398,6.746541322655032,6.404664977021509
13,0,5.540175454855848,7.116519969668576,6.00068021923214,2.2405596751080314
14,4,6.693392866966618,4.338228442698327,5.070502511327748,3.2151520970933882
15,2,4.056988721002186,4.66814271301758,4.719410743038301,2.5492422776245145
16,3,5.858268984743181,6.00039720649471,5.918796522175398,6.136622665840793
17,1,6.456535424893092,3.0717090759932995,6.536148302243833,6.35810373304377
18,2,2.5440745233895257,7.041650408019737,8.037701202105454,6.978500602231625
19,4,8.843830883427632,5.745093842619905,7.5702592623138845,8.158473589095983
20,2,5.0305546492421405,5.076887117643171,8.353802033613333,7.067882956594153
