T,FC,x1,x2,x3,x4,x5
1,0,3.871833494783271,2.2751665245059303,8.048563518029315,4.810104365058106,6.404023311920987
2,3,6.916034218919773,4.468802810890617,10.729270963477239,7.303696432236625,5.614855436934822
3,4,7.140067935965024,6.015196843955077,7.306679253203279,6.317097700716613,10.759233678576642
4,5,7.992112643400384,5.922086291826739,5.027088037739434,3.4836726345901456,7.7554861179534385
5,1,6.356952800235977,4.2635268824856185,5.951068551521065,6.714876916552872,5.0452390218150756
6,3,4.4574349181319946,4.447166389708816,3.4422809593409704,3.7903008615849925,4.345952849260865
7,6,8.182450068403112,6.342512357804038,9.588965131597966,6.542035785208176,6.049358946895316
8,7,3.8035979431730733,7.250686627285509,2.1112268316563734,7.189850768110295,7.065544115750976
9,5,7.880588077875361,3.199480608790372,5.046491605625446,5.327133613712591,2.8274365458469717
10,4,6.28777368077278,7.2023215767269715,7.122868206832789,5.905956648166496,4.130393461150921
11,0,4.265820419997187,5.164715010589237,3.4485584151821547,4.584574682092003,3.309435653966003
12,5,8.479151206512125,6.8281502527598,6.513913560153835,4.3849343665145515,8.032201667990543
13,3,7.623168253214118,5.703803599835603,2.845581353051562,2.7863106679271574,8.611257195214328
14,4,8.66143790728137,3.4727550611538422,5.797989365199329,3.1734027089982546,5.093360361860913
15,3,4.0086981623559685,3.43218060526707,6.044690901261692,5.154171422791206,8.329176809916099
16,1,7.127307850873185,4.098105164113697,5.904526482672536,3.0509577580160947,7.451286849110227
17,3,7.109665194949053,6.9319082529944,5.443419604137919,5.630598129055633,5.228922978017015
18,1,6.388739802240055,6.248258351487995,6.042836785825896,3.3403384091610664,4.119052730755445
19,3,9.417117264774058,6.128563954687058,8.415574730140058,3.2622243280049794,4.7480152590855855
20,2,4.7586270856884685,5.746336046203542,7.133124480582776,3.3957044094316293,10.553255865275563
