T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,6,2.599156685138378,5.031740930809451,7.2251160334544355,3.0949279165412316,5.163662009329587,7.3485189687876185,6.648104889288909,3.6337509868543423,12.437521568203742,7.868883817345528
2,6,3.078789170378189,3.3216054808620763,7.0031096551778145,4.040432256481624,5.83601592871363,5.414953467423144,9.088826175685757,8.312771979250847,5.72277547649277,4.890891730447088
3,6,4.684924128528159,3.261124613436949,10.772176718459804,4.043919000505767,5.584069804818245,8.96334996576837,5.868676467457266,5.94384350576075,3.1472644438977984,5.176062863578885
4,9,2.8329654797100714,5.583232551969391,6.29097689779038,2.1533453648019045,3.667511278673373,4.548020597535988,4.384529745359072,7.317322915933064,5.32710800018056,5.3639546281385755
5,12,5.839108541255104,8.130175247042818,5.769601401676827,5.376484561842121,7.156906056957357,6.209548717314674,7.4648331529055545,2.0790573466179083,4.441400263327262,9.675374303391969
6,4,3.2039047510416214,6.22538584316968,2.189570297073407,8.64233845798745,7.209637190558488,3.807282824463779,6.952057433944775,5.468628225644353,7.157719491010913,6.881202057875462
7,3,4.015176790889294,3.3687613951660693,4.05616335437037,8.476457601156293,2.4897425856140116,4.0107630388496265,2.3869515356542874,3.358321463910084,4.546256063402177,5.815148794208126
8,6,4.410017002240472,6.767626147195943,8.606055295439536,7.083128771382839,2.006289868587265,5.190268152390303,3.938615322874279,4.368630650929951,7.519326111548596,7.411119417323767
9,2,5.701979778408385,4.163313822871035,7.405058263622015,7.519888371338268,7.22199025820116,4.752540456930387,4.209134758835734,7.282430630658656,5.924738619310904,2.229625255695301
10,6,8.714668313205902,5.669608797328762,2.0737533628029006,3.3265378644554886,3.690914678594541,3.042258472532209,3.500009186289216,2.2538458733059734,2.752550233373367,7.854761819061309
11,0,6.151389336934025,2.4057401940960044,4.4175186738441665,5.367041292529609,4.705766782456635,5.231583659648816,4.902127813437443,8.64504566802833,6.630691803061671,7.978368330958931
12,2,8.013221995997116,8.157355033414623,6.159435881040372,8.140198808848165,6.029807350437437,6.05550328697189,5.197843152281248,10.1049453057508,7.927091980052522,8.124365317078508
13,1,2.8744209489838903,8.479154981485856,7.893817287817877,9.866568368028712,6.248126462331033,4.9897334243802245,8.32250132275015,7.57128171892421,7.454620578061058,6.212921498318254
14,1,8.782351559301688,8.048004404754145,5.0974702016083375,4.290347816149464,5.009008209029469,8.240698055440628,7.1360021724427325,6.817850316543351,4.653355710647709,3.020479034542891
15,0,3.0334267867513645,7.950206048269801,7.990158867110792,3.505926309058031,4.820194672526808,5.956322981536586,7.2943204900971255,5.668401357048881,8.032255553125086,4.063601990470536
16,0,3.7399831732252755,7.080927359634563,4.976641451714645,9.043947008940103,5.500660388798506,3.173103919738612,6.943695647463013,7.275288552518084,7.494004511955185,6.812619868338578
17,0,9.489974755131822,6.253167728474973,7.152265027345969,4.502298351778659,8.159271312881296,4.4316910667265725,7.053199622064125,7.816161773518788,6.279557868147629,3.549396017394587
18,0,4.539280596758469,6.0122563516572995,3.519208172369314,2.7659458908277346,7.357971586394538,6.646681189105135,8.446828043890541,2.2874987918238325,6.61184045424446,7.18698227141662
19,0,7.634076069482445,3.6378472718094788,7.3994841120801835,3.914423001358924,9.750184491184612,8.997541747951413,9.310824560303717,5.12750766516588,4.631794935577787,4.259515252332293
20,0,4.286406582262622,7.014446804387119,3.762179764107735,4.26576578697612,2.6723806787906828,8.256495242990509,12.980320021965024,4.077870130402152,5.853221710010372,11.499260551413771
