T,FC,x1,x2,x3
1,0,4.553334831534628,3.138206741064116,7.772591018688872
2,2,2.037105335037802,6.783015620520213,5.063430543784315
3,3,5.816526588343091,6.288231042079991,3.0645146534590473
4,4,3.55836050466461,3.0575779076453666,3.551388604406462
5,1,5.853073782403061,6.206864891281409,5.463906295533908
6,0,7.136360363677368,6.1460921359180665,7.113939672879506
7,2,3.0238236435690573,4.172103766323254,6.841819852841646
8,0,3.487419793970031,5.110660045576255,4.3994618556656295
9,0,5.197456508996234,6.094631251945374,5.22825295428038
10,0,2.176012587761635,6.03354627671102,3.318643079859285
11,1,5.1536737827660986,7.226176155928888,7.513715371801198
12,3,7.2286684505673,3.3046571155970605,7.642342248697897
13,2,6.106661714520239,4.402774485408441,7.224913227947797
14,1,2.3210368928867586,7.925732800383846,6.17262226254839
15,2,2.0947195312980007,6.698316758498321,6.637303124195852
16,3,5.7640209257074995,6.376840754144665,5.262706364599299
17,2,7.273902481487097,2.403014990413313,2.709471860899937
18,2,4.6682772103230805,9.183997222170923,5.205935259829674
19,1,5.5584370643287,6.126197772742413,6.029564824789392
20,0,4.960404769035991,5.4272755450527805,4.236355769749173
