T,FC,x1,x2,x3,x4,x5,x6
1,0,2.695361749084568,2.2913862659512643,4.290286371102808,7.526996415837868,7.4429707132483784,10.567485092711692
2,1,7.856886430808704,5.492385369354092,7.974072758987211,6.756918703523069,6.086284123055643,6.508049149020909
3,2,5.600435304418425,5.726220992860785,6.992966186116018,6.075433073644278,6.6858004167818414,6.155319485983184
4,2,3.985623974886481,6.192683842391649,6.658954754105173,6.974647234847609,7.319050808689576,3.1662024035168397
5,2,3.8206020814858546,7.260161462081388,5.025076064757123,2.8140848851224223,8.0706276273878,5.803181450131051
6,3,4.404957650676261,3.694677509633313,6.8685189135423474,11.8943241859923,7.797094124637398,4.057895956937604
7,1,8.799079829969596,9.486186740187417,5.034003254433378,3.104109139880285,7.191428876467273,6.490287470217832
8,2,6.3045735038737245,7.481910037348272,7.273188273568032,6.658659706067808,4.1812027151193085,7.0537387999638215
9,3,3.3906039016340497,2.490953516794317,3.7575743693562336,7.506863186486396,4.488372285365285,3.165868411068614
10,1,6.888494087617145,5.867912610909594,4.052780626675358,3.4439938011099724,5.459394525796278,5.324065894369468
11,0,7.099403378600542,4.560064139662321,7.04349243268708,8.051879805526248,3.186059450689351,7.479375928713228
12,2,7.965158098689658,5.049302889414829,6.9273392120532575,3.20616816219827,8.052258684956394,8.571443196600551
13,1,8.957464309089017,2.0467085233903597,2.1238423476423063,5.110531455290579,4.766206597988246,4.299980175603814
14,5,6.12607604915368,4.753829616272553,7.16532523259174,3.0541938108718494,6.237782403480713,9.832280955550065
15,2,3.55719534467028,8.420236795207485,7.279587312408605,5.05183256469164,4.222892955232608,6.165315777654681
16,1,6.805137724126665,7.691444765538794,3.2203690451443734,2.1614209543616183,6.0596440384088845,3.3986586261260268
17,1,6.627772581165583,10.489394690021623,5.137907055583915,8.468190662544126,3.705361401295047,6.058422006943144
18,1,8.478256596088677,6.2151148124176565,5.141321394894666,4.174194650396781,6.07117923312052,5.704158727073389
19,2,4.104254974234872,9.110134211343176,2.64690103234987,6.408488994495918,7.463441286115335,5.814158697368615
20,2,6.355931402637888,7.891909488146112,6.593865685147144,3.1898694992836365,4.235821573052348,4.441951952090414
