T,FC,x1,x2,x3,x4
1,4,4.5206700177781265,7.524461131088779,7.463628447500008,6.111585162112521
2,4,13.135718627950544,8.357038620838377,2.085929806524109,7.341890877374664
3,4,5.858065675157312,3.91322552617558,4.800427607118581,4.282644924463717
4,3,2.4581322251915596,8.849125065069662,6.874478988059729,6.2630268358263095
5,6,4.051970039953431,8.503458524323175,6.1761460646785,6.689944705608841
6,5,7.274080242546695,5.916528921013364,5.123410541871895,7.123131674884417
7,2,3.7263295265423393,4.158802286262787,8.207502657326458,6.355547575395458
8,4,7.133976228239752,5.69847508745195,6.8864883774572245,5.552758037169574
9,1,5.561402367119902,5.745295855597712,5.0025497824575265,2.093384375999141
10,2,6.245706850534425,4.2101368073120184,6.950100768836355,4.864438739398109
11,3,7.676695038594444,6.442149484903463,3.9226892749526496,7.376299372484934
12,1,7.0374685512433945,3.038702176126362,4.501008555870012,6.595994869979349
13,2,4.0950027797033135,3.189541530476008,4.226742079202771,4.369247320507654
14,0,3.5527041969419915,5.021344089910702,7.37331969395783,5.027746330516311
15,1,4.112665104875715,4.289456897899973,4.954798990208593,3.2108481379421487
16,4,6.038667811588225,5.389257243593687,7.126360406010977,2.6246201518905976
17,2,3.843672222954429,6.611822358461531,6.29253687140229,6.469071889523461
18,1,8.256768347273699,5.842357342876059,7.802908867578199,4.529214003223605
19,1,7.216399692793606,3.6041049555933737,4.526084612564799,8.269483590337362
20,1,5.026913120146551,7.2975797532837205,7.7273228660566255,7.659526740947139
