T,FC,x1,x2,x3
1,3,5.268114650553093,4.170827746532797,2.3017975367666206
2,6,4.175617928117279,5.068780063970482,3.060251532895857
3,3,2.0459433036512213,8.281257797766466,2.3343247623657746
4,1,7.758621030256357,6.089564245569627,8.641759302438604
5,5,7.152834512808351,5.171283530388133,5.583760418248413
6,3,3.1991673300582075,6.466075931767383,2.016659151344413
7,3,6.046646773097472,10.694152440345627,5.569140881998454
8,2,3.335579019631147,2.171763744123059,5.063020823589582
9,2,6.305393908800386,3.48012706605289,2.255600353846315
10,1,7.439947419465461,3.332729153627638,2.7047144388838884
11,0,6.634528430084187,5.78537579345726,5.670760968342219
12,3,6.052470590038387,6.079122628900628,4.18847641890149
13,3,6.41363714114134,4.682723518340004,7.228847797592975
14,5,5.236263075831453,7.376065087284967,4.925312862037468
15,1,4.664088940610558,6.82841813382114,8.391909715363532
16,1,8.152007541285304,4.81136591666506,3.392983031584274
17,2,6.427998247900345,5.608803069129712,7.99917420713235
18,2,3.380752779395499,7.487950684081312,8.37224748482231
19,0,5.73270405705243,6.002267251164847,3.0881468868938584
20,1,7.17460914496947,4.389541300747165,7.401728775185329
