T,FC,x1,x2,x3,x4,x5
1,0,2.279215031478645,6.129549522042848,4.557902926765079,4.4748093739442325,3.456712350922562
2,1,7.028727075394323,7.090661340738366,6.817549825098945,6.516235944505695,5.792171442093949
3,4,4.214325521224302,2.3942207904202486,6.820158479707404,3.339330199341574,5.504542940461114
4,3,4.406433719759066,5.531003750667765,3.9995785410228812,4.818315510964943,3.197280920333812
5,3,3.434996242651077,3.9195962300247302,5.091136806914372,2.1988508355825034,6.419957845953618
6,3,7.6658114196085245,9.984997050899073,2.2559258216965703,5.056758204572239,7.269260984919144
7,1,2.2278171685380412,7.030749329146323,4.639517623167831,2.175251559477596,7.217833851357215
8,2,2.0788923583145222,2.0167143306704474,3.0297093226801435,3.0891303607874554,4.216565776218678
9,6,3.080984374031499,7.425706608833636,5.116221521853895,5.088406358783275,4.804474739171775
10,3,7.381280289770727,6.795814887200617,7.285346218311742,7.2660160029811705,2.171354691063729
11,5,6.899977693585846,3.3182953328251816,7.319372527208356,3.4559450660100905,7.629431206785212
12,5,7.296573700671838,7.045654424512867,5.747488574273099,4.850101160905924,6.7324465627160315
13,4,5.010989916507632,5.046381431924799,6.505074909501081,4.359703921071216,6.063180366383127
14,6,9.594489048102496,6.8233887546707965,6.0930060065002,4.156977114558734,6.241113839234143
15,3,11.95959801059217,6.2424434587983955,5.200592906247939,2.781745448765459,4.409351741105392
16,7,3.9547194279183437,6.762246011564535,4.258198492433317,7.322687833367619,4.9986948998753675
17,3,5.110601748963417,4.923840710274409,3.0307831609214633,7.417938537939653,3.0479255019331335
18,0,4.343389979572201,6.274639406249646,6.223012885938781,3.0569122748703217,2.319010050748387
19,5,7.171574810006207,8.270616678775902,8.25464744904891,4.159424554929224,11.660290026558346
20,3,3.0744805916550155,4.698776063687837,7.559759833145662,7.677244319700637,2.0692912241715056
